NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE
ZC3H12D	NA	null	null	0.2980785
SYT15	NA	null	null	0.2980676
FARS2	NA	null	null	0.29806486
ACVR2B	NA	null	null	0.29792798
ANXA4	NA	null	null	0.29786244
HACE1	NA	null	null	0.29782575
SLC43A3	NA	null	null	0.29764935
PRKG2	NA	null	null	0.29758486
LUZP1	NA	null	null	0.29754835
PHLDA2	NA	null	null	0.29736087
RBPMS2	NA	null	null	0.2972851
SSRP1	NA	null	null	0.29726332
PRAP1	NA	null	null	0.29725635
RPS7	NA	null	null	0.29719657
CCDC53	NA	null	null	0.29674822
MGMT	NA	null	null	0.29670414
THOP1	NA	null	null	0.29657403
SLIRP	NA	null	null	0.2964321
HEATR1	NA	null	null	0.29641902
PLAC4	NA	null	null	0.29641512
NDUFV3	NA	null	null	0.29632205
TNFRSF18	NA	null	null	0.29618144
HP	NA	null	null	0.2959581
MAP4K4	NA	null	null	0.29595667
TIMM13	NA	null	null	0.29588664
ZC3H10	NA	null	null	0.29574716
ST6GALNAC2	NA	null	null	0.29566625
HS3ST1	NA	null	null	0.29561517
SLC25A44	NA	null	null	0.29561293
EHD4	NA	null	null	0.29556364
GNPTG	NA	null	null	0.29552394
MS4A7	NA	null	null	0.29532084
PPP1R14C	NA	null	null	0.2950837
MURC	NA	null	null	0.29482207
C6orf201	NA	null	null	0.2944165
KCNT2	NA	null	null	0.29430082
DPP6	NA	null	null	0.2942498
OR10H1	NA	null	null	0.29422864
OR51B4	NA	null	null	0.29422864
PPP1CA	NA	null	null	0.2941211
RNF157	NA	null	null	0.29368594
CALU	NA	null	null	0.29353637
B3GNT7	NA	null	null	0.2935237
PCDHB12	NA	null	null	0.29349023
ATP5J2	NA	null	null	0.29346606
TTC34	NA	null	null	0.29345638
PSMD8	NA	null	null	0.29344758
DDX56	NA	null	null	0.29320133
NFYA	NA	null	null	0.29318282
ZNF80	NA	null	null	0.292765
RNF103-CHMP3	NA	null	null	0.29270837
TRMT1L	NA	null	null	0.2926323
KIAA0101	NA	null	null	0.29244626
AHI1	NA	null	null	0.29243803
ARAP1	NA	null	null	0.29227257
SP140	NA	null	null	0.29196456
ITPRIPL2	NA	null	null	0.29194126
ZKSCAN7	NA	null	null	0.29170996
KATNA1	NA	null	null	0.29159954
THEGL	NA	null	null	0.29131815
KCNK13	NA	null	null	0.29131815
LOC100132813	NA	null	null	0.29131815
POTEJ	NA	null	null	0.29131815
SBK2	NA	null	null	0.29131815
SSBP2	NA	null	null	0.29131478
LGMN	NA	null	null	0.2911806
ZRANB1	NA	null	null	0.2911638
GCLM	NA	null	null	0.29107618
ZNF483	NA	null	null	0.2909685
DEDD2	NA	null	null	0.29092926
C1QTNF3	NA	null	null	0.29079095
ZNF578	NA	null	null	0.2904814
RPS23	NA	null	null	0.29028672
TAS2R5	NA	null	null	0.2901632
FAM228A	NA	null	null	0.29008427
ST8SIA2	NA	null	null	0.29006794
MOB3C	NA	null	null	0.29001632
ZNF383	NA	null	null	0.28999096
POC5	NA	null	null	0.2898973
RNH1	NA	null	null	0.28984323
SH3BGRL	NA	null	null	0.2896951
ALKBH7	NA	null	null	0.28945404
ATG12	NA	null	null	0.28944284
HRASLS	NA	null	null	0.28928053
FAM53C	NA	null	null	0.28920612
PGM2	NA	null	null	0.28919914
USP46	NA	null	null	0.28919694
RBM48	NA	null	null	0.2885655
DLX5	NA	null	null	0.28854963
ADGRF2	NA	null	null	0.2884471
DRD2	NA	null	null	0.28809375
UCP2	NA	null	null	0.28803274
TMEM132B	NA	null	null	0.28793937
TAF10	NA	null	null	0.28774917
PTPRU	NA	null	null	0.2876876
AGO1	NA	null	null	0.28766897
HMOX2	NA	null	null	0.28752828
MRO	NA	null	null	0.28750336
HOPX	NA	null	null	0.2874162
ELP6	NA	null	null	0.28736585
AMELX	NA	null	null	0.28717622
YPEL2	NA	null	null	0.28717342
NDUFB10	NA	null	null	0.28679904
CDH23	NA	null	null	0.2865952
RIPK1	NA	null	null	0.28653806
SV2A	NA	null	null	0.28635964
CBLN3	NA	null	null	0.28633747
CD36	NA	null	null	0.28602618
LYPD8	NA	null	null	0.2859793
PCDH8	NA	null	null	0.2859793
APOC3	NA	null	null	0.2859793
TFAP2C	NA	null	null	0.28597426
COX17	NA	null	null	0.28594822
LARP4B	NA	null	null	0.28588054
RYK	NA	null	null	0.2853379
AGTRAP	NA	null	null	0.28527895
CAND2	NA	null	null	0.2850836
FAM183A	NA	null	null	0.28506598
RICTOR	NA	null	null	0.2850638
GRK7	NA	null	null	0.2847266
PPP4R3A	NA	null	null	0.28460974
KIAA1755	NA	null	null	0.2845912
SENP5	NA	null	null	0.28440058
PMFBP1	NA	null	null	0.28416166
SMC1B	NA	null	null	0.2841293
FREM1	NA	null	null	0.28373107
RBM3	NA	null	null	0.2837018
COLEC11	NA	null	null	0.28340152
TMCO6	NA	null	null	0.2828228
LOC107984987	NA	null	null	0.2828126
BAP1	NA	null	null	0.2827416
RBP1	NA	null	null	0.28272605
GPATCH1	NA	null	null	0.28247806
LOC101929235	NA	null	null	0.28246135
CAPN10	NA	null	null	0.28229463
LOC101927509	NA	null	null	0.2822768
ITFG2	NA	null	null	0.28221038
SIAH1	NA	null	null	0.28205663
TLK1	NA	null	null	0.28200957
PCGF6	NA	null	null	0.28193069
ZNF681	NA	null	null	0.2818909
PRDX2	NA	null	null	0.28184286
ABTB1	NA	null	null	0.28174606
MON2	NA	null	null	0.28169978
Sep-12	NA	null	null	0.2816717
STRIP1	NA	null	null	0.28164238
DENND6A	NA	null	null	0.28161696
CDK13	NA	null	null	0.28118652
NKD1	NA	null	null	0.28112334
IMPG2	NA	null	null	0.28109142
MAVS	NA	null	null	0.28107673
VAMP1	NA	null	null	0.28106073
MRPL57	NA	null	null	0.28101042
CACNB1	NA	null	null	0.28097484
HERPUD2	NA	null	null	0.2806676
SPHK1	NA	null	null	0.2806546
MCOLN2	NA	null	null	0.28059798
PCSK4	NA	null	null	0.2805435
SLC12A6	NA	null	null	0.28054014
ANKRD50	NA	null	null	0.2804691
ARL14EPL	NA	null	null	0.28046525
UQCR10	NA	null	null	0.28007588
CCSAP	NA	null	null	0.28003567
STXBP6	NA	null	null	0.27988127
FOXH1	NA	null	null	0.2798438
C1QTNF2	NA	null	null	0.2796382
SLC15A4	NA	null	null	0.2796363
CMTM5	NA	null	null	0.2796209
HLA-DQA1	NA	null	null	0.27932823
COA4	NA	null	null	0.27915773
VIPAS39	NA	null	null	0.2790087
UAP1L1	NA	null	null	0.27887765
GGCT	NA	null	null	0.2787341
CHD3	NA	null	null	0.27854928
CIR1	NA	null	null	0.27851698
GPR171	NA	null	null	0.27849406
SLMAP	NA	null	null	0.27842474
PPP2R5A	NA	null	null	0.27841318
SLFN14	NA	null	null	0.2783898
RTN1	NA	null	null	0.27833942
USP44	NA	null	null	0.2782727
ZNF852	NA	null	null	0.2782682
HMGB3	NA	null	null	0.27810392
MYBL1	NA	null	null	0.27784824
SPACA4	NA	null	null	0.27782404
GREB1	NA	null	null	0.27774906
KAT8	NA	null	null	0.27774736
GLTP	NA	null	null	0.27761304
LOC105375938	NA	null	null	0.27747193
DCDC2C	NA	null	null	0.27746215
C22orf39	NA	null	null	0.27745888
IL1B	NA	null	null	0.27731362
CCDC140	NA	null	null	0.2772348
RAPSN	NA	null	null	0.2772348
HORMAD1	NA	null	null	0.2772348
C10orf91	NA	null	null	0.2772084
RNF7	NA	null	null	0.27694255
GLI2	NA	null	null	0.27691585
C14orf169	NA	null	null	0.27660638
PROC	NA	null	null	0.2765699
CLCF1	NA	null	null	0.2765531
SERF2	NA	null	null	0.27643955
KNOP1	NA	null	null	0.2762059
GPR63	NA	null	null	0.27596363
CRTC3	NA	null	null	0.2759379
STOML2	NA	null	null	0.27591693
BCL11B	NA	null	null	0.2758527
CALHM3	NA	null	null	0.27579165
CRYBA1	NA	null	null	0.27579165
SAMD9L	NA	null	null	0.27572682
HDGFRP2	NA	null	null	0.27553588
TRMT2A	NA	null	null	0.27540606
GPRC5B	NA	null	null	0.27534002
UXT	NA	null	null	0.2752766
GRIP2	NA	null	null	0.27524036
TMEM74	NA	null	null	0.27505085
KLHL14	NA	null	null	0.2748047
ROBO2	NA	null	null	0.2747128
RRP9	NA	null	null	0.27464443
ZNF668	NA	null	null	0.27457088
DNPH1	NA	null	null	0.27434498
RS1	NA	null	null	0.2742166
THEMIS2	NA	null	null	0.274095
TINF2	NA	null	null	0.27406323
SKI	NA	null	null	0.2739962
FAM127C	NA	null	null	0.2738924
HSPA1L	NA	null	null	0.2736577
ZNF529	NA	null	null	0.27364004
STAT5A	NA	null	null	0.27349398
LSM8	NA	null	null	0.2733182
LOC107984728	NA	null	null	0.27323326
CCL11	NA	null	null	0.27315426
CAMKK2	NA	null	null	0.2731031
LOC105373289	NA	null	null	0.2730385
AP2A2	NA	null	null	0.27295727
CLK2	NA	null	null	0.27285102
LOC100996598	NA	null	null	0.27266273
LILRA5	NA	null	null	0.27266273
PRAC1	NA	null	null	0.27266273
AVP	NA	null	null	0.27266273
TSPAN19	NA	null	null	0.27266273
INSL3	NA	null	null	0.27257273
RNF41	NA	null	null	0.27253997
UBL5	NA	null	null	0.27240756
NLRP9	NA	null	null	0.2723403
MAD2L2	NA	null	null	0.27231663
RBL1	NA	null	null	0.27198508
CCR8	NA	null	null	0.27188602
NCOA1	NA	null	null	0.27183113
FPGS	NA	null	null	0.27173132
ZC3HC1	NA	null	null	0.2715134
CEACAM19	NA	null	null	0.2714358
CKAP4	NA	null	null	0.27139002
KAT2A	NA	null	null	0.27136755
C22orf23	NA	null	null	0.271322
C9orf66	NA	null	null	0.27120918
MAST4	NA	null	null	0.2711561
NELFA	NA	null	null	0.27108335
TPRG1L	NA	null	null	0.2705957
TJAP1	NA	null	null	0.27059436
LOXL4	NA	null	null	0.2705404
GPR3	NA	null	null	0.27053535
RNF19B	NA	null	null	0.27050334
ZNF202	NA	null	null	0.27039853
TYRO3	NA	null	null	0.27027762
ITGA8	NA	null	null	0.27018848
FUT6	NA	null	null	0.2700779
SHISA4	NA	null	null	0.26998428
CD83	NA	null	null	0.26997125
FOXN1	NA	null	null	0.2699682
MAP3K11	NA	null	null	0.2699329
SALL4	NA	null	null	0.2698751
NT5DC3	NA	null	null	0.26982814
KIF11	NA	null	null	0.26979682
FATE1	NA	null	null	0.26975328
PPEF2	NA	null	null	0.26970327
CDC7	NA	null	null	0.26967794
SYNGAP1	NA	null	null	0.26954535
SERPINB2	NA	null	null	0.2695406
GSDMC	NA	null	null	0.26946715
ARHGAP11A	NA	null	null	0.2694
CHRFAM7A	NA	null	null	0.26922673
ATP4B	NA	null	null	0.26909858
SIGLEC1	NA	null	null	0.26903567
BBOF1	NA	null	null	0.26892605
ZNF333	NA	null	null	0.26802668
DHDH	NA	null	null	0.2679492
LTK	NA	null	null	0.2679492
KISS1	NA	null	null	0.2679492
KLRC2	NA	null	null	0.26781583
HMGN4	NA	null	null	0.26773763
MAST2	NA	null	null	0.26766187
FNIP1	NA	null	null	0.26748955
C19orf48	NA	null	null	0.26747644
PWP2	NA	null	null	0.26742834
MYDGF	NA	null	null	0.26734537
FAM71D	NA	null	null	0.2669967
LOC107985381	NA	null	null	0.266975
GSK3A	NA	null	null	0.26683673
THPO	NA	null	null	0.2667175
FCRL3	NA	null	null	0.2667175
CARMIL2	NA	null	null	0.26663932
MRPL28	NA	null	null	0.26661795
PPAN-P2RY11	NA	null	null	0.2665211
CEP68	NA	null	null	0.26640934
NPAS4	NA	null	null	0.26639324
ZNF688	NA	null	null	0.2661205
CC2D2B	NA	null	null	0.26608184
PRR12	NA	null	null	0.26603845
ZNF85	NA	null	null	0.2660319
BTNL2	NA	null	null	0.2659012
EPM2A	NA	null	null	0.26568022
RECQL5	NA	null	null	0.2653353
LEPROT	NA	null	null	0.26529536
C4orf46	NA	null	null	0.26524684
PCDHB10	NA	null	null	0.26481283
TNF	NA	null	null	0.26453054
EVI2B	NA	null	null	0.26442868
ATRIP	NA	null	null	0.26441
RMND5A	NA	null	null	0.2641351
CHADL	NA	null	null	0.26390287
RNF103	NA	null	null	0.26347247
RBM10	NA	null	null	0.26334247
SKIL	NA	null	null	0.26334164
SERPINB5	NA	null	null	0.26326352
PRPF19	NA	null	null	0.2631867
AMPD1	NA	null	null	0.26308754
HBZ	NA	null	null	0.26308754
C4B_2	NA	null	null	0.26308754
APITD1	NA	null	null	0.26302615
GH2	NA	null	null	0.26299363
WFS1	NA	null	null	0.26293233
NFATC2IP	NA	null	null	0.26290408
XPNPEP2	NA	null	null	0.26268646
RAP2A	NA	null	null	0.26266095
LRP10	NA	null	null	0.2625771
CEP57	NA	null	null	0.26254177
GSTM2	NA	null	null	0.2625145
ZNF784	NA	null	null	0.26251078
ZNF853	NA	null	null	0.26249978
CHIC1	NA	null	null	0.26249242
TM9SF1	NA	null	null	0.2624558
CDH24	NA	null	null	0.26241302
LOC105379282	NA	null	null	0.2624044
EEF1A1	NA	null	null	0.26228222
MSMB	NA	null	null	0.26217017
PRPF38A	NA	null	null	0.26195678
TMEM208	NA	null	null	0.26180518
MRGPRE	NA	null	null	0.26173627
FBXO42	NA	null	null	0.2617056
LOC107984562	NA	null	null	0.26169497
SRPRB	NA	null	null	0.26129934
LOC107986353	NA	null	null	0.26124328
EAPP	NA	null	null	0.26119912
IFNL1	NA	null	null	0.2610983
GPR20	NA	null	null	0.26096785
BCAT2	NA	null	null	0.26091695
PPIH	NA	null	null	0.2608573
COX15	NA	null	null	0.2606915
CCDC159	NA	null	null	0.2606664
SCHIP1	NA	null	null	0.2605829
GAA	NA	null	null	0.2603433
RIMS2	NA	null	null	0.25993702
NCAM2	NA	null	null	0.25983533
OXER1	NA	null	null	0.25979805
GRHL2	NA	null	null	0.25969502
CAB39	NA	null	null	0.25956503
OR4D9	NA	null	null	0.2594963
MRPS18A	NA	null	null	0.25933614
AGAP2	NA	null	null	0.25896955
FAM184A	NA	null	null	0.25856775
ADORA2B	NA	null	null	0.25854173
FAM63B	NA	null	null	0.25836998
SLC10A6	NA	null	null	0.25826898
SFI1	NA	null	null	0.25824007
TMEM110	NA	null	null	0.25820726
COL26A1	NA	null	null	0.25808474
CHIC2	NA	null	null	0.25808397
LOC107987425	NA	null	null	0.25807065
RFPL4B	NA	null	null	0.25807065
APOL5	NA	null	null	0.25807065
FAM122C	NA	null	null	0.25805655
MALL	NA	null	null	0.25789338
HCFC1	NA	null	null	0.2578059
PPIAL4C	NA	null	null	0.25780374
HBE1	NA	null	null	0.25780374
SETD1B	NA	null	null	0.25774717
Mar-08	NA	null	null	0.25751
DVL1	NA	null	null	0.25747624
UBR2	NA	null	null	0.2574447
ATF3	NA	null	null	0.25740084
RPL36A	NA	null	null	0.25732166
UQCRQ	NA	null	null	0.25722757
NT5M	NA	null	null	0.25703174
GIT2	NA	null	null	0.25700188
KIN	NA	null	null	0.2568324
ERVH48-1	NA	null	null	0.25636852
ASGR2	NA	null	null	0.25627238
CXCL10	NA	null	null	0.25626272
NIPSNAP3B	NA	null	null	0.25619516
TGM1	NA	null	null	0.2561329
CNEP1R1	NA	null	null	0.25612575
LOC388820	NA	null	null	0.25607747
ADGRD1	NA	null	null	0.25602722
DTD2	NA	null	null	0.255896
AOAH	NA	null	null	0.25576654
PIK3R5	NA	null	null	0.25574788
CLEC7A	NA	null	null	0.2557307
CYB5R3	NA	null	null	0.25558284
TMIGD2	NA	null	null	0.2555223
LOC105369914	NA	null	null	0.25541377
ZNF709	NA	null	null	0.25539982
ATP11C	NA	null	null	0.2553273
BPIFC	NA	null	null	0.25497377
LOC101059949	NA	null	null	0.25474653
JAK2	NA	null	null	0.2545436
PTBP2	NA	null	null	0.25438017
CABP7	NA	null	null	0.25434262
KIAA1586	NA	null	null	0.25431132
ADPGK	NA	null	null	0.25430465
YLPM1	NA	null	null	0.2541167
TEDDM1	NA	null	null	0.254085
CC2D1B	NA	null	null	0.25396952
PRR7	NA	null	null	0.25379646
AKR1A1	NA	null	null	0.25376686
CKAP2	NA	null	null	0.25375164
ACAA2	NA	null	null	0.25370437
HOXB6	NA	null	null	0.25369087
ZNF131	NA	null	null	0.2536006
GNAZ	NA	null	null	0.25355503
DCAF7	NA	null	null	0.25343332
ANGPT4	NA	null	null	0.25333658
CBY1	NA	null	null	0.25321087
OR5F1	NA	null	null	0.252891
TSHB	NA	null	null	0.252891
RGS19	NA	null	null	0.25269935
LSM3	NA	null	null	0.25267944
DGCR8	NA	null	null	0.25259727
ZNF317	NA	null	null	0.25255403
SIGIRR	NA	null	null	0.25253665
LOC105372343	NA	null	null	0.25226295
EYA4	NA	null	null	0.25226295
CT45A8	NA	null	null	0.25226295
PCDHGC5	NA	null	null	0.25226295
CT45A2	NA	null	null	0.25226295
C12orf43	NA	null	null	0.25224957
TRIM68	NA	null	null	0.2522183
LYSMD1	NA	null	null	0.2519805
SLC35B4	NA	null	null	0.25177822
KPNA3	NA	null	null	0.25163454
ARNTL	NA	null	null	0.2515775
AKR1B15	NA	null	null	0.25152367
COX6B1	NA	null	null	0.25139788
COMMD9	NA	null	null	0.25128797
MPPED2	NA	null	null	0.25115365
CAMTA1	NA	null	null	0.25092044
PCNX1	NA	null	null	0.25043532
WDR7	NA	null	null	0.25026852
SLC24A4	NA	null	null	0.2501422
SLAMF8	NA	null	null	0.24989809
GRK2	NA	null	null	0.24987523
TFB2M	NA	null	null	0.24961598
PSMD14	NA	null	null	0.24953738
CCDC57	NA	null	null	0.24946333
OXT	NA	null	null	0.24907921
TRAPPC4	NA	null	null	0.24907139
ERCC6L	NA	null	null	0.24903262
SLC43A1	NA	null	null	0.24897331
CCNT1	NA	null	null	0.24895222
FARP2	NA	null	null	0.24871764
GDF11	NA	null	null	0.2484236
RTN4RL1	NA	null	null	0.24837139
SLC4A2	NA	null	null	0.24816945
FAM200A	NA	null	null	0.2481054
NCOR1	NA	null	null	0.24783905
DDIT4	NA	null	null	0.24771875
IRAK1	NA	null	null	0.2476684
MIIP	NA	null	null	0.24763836
SIGLEC11	NA	null	null	0.24759562
MNT	NA	null	null	0.2475727
SPIC	NA	null	null	0.24754049
OR52H1	NA	null	null	0.24754049
TAS2R14	NA	null	null	0.24754049
HTR3A	NA	null	null	0.24754049
HIST1H2BL	NA	null	null	0.24754049
CHRNA9	NA	null	null	0.24754049
PRDM16	NA	null	null	0.2475227
RASSF5	NA	null	null	0.24742489
DAPK3	NA	null	null	0.24737929
HAVCR1	NA	null	null	0.2471476
HSPB11	NA	null	null	0.24707006
LIMS4	NA	null	null	0.24694759
LOC101927844	NA	null	null	0.2466964
SLC2A7	NA	null	null	0.24661812
TEC	NA	null	null	0.24659802
MED24	NA	null	null	0.24657494
TCTN3	NA	null	null	0.24657042
ARHGEF33	NA	null	null	0.24656521
NPIPB15	NA	null	null	0.24623227
GBP5	NA	null	null	0.24618657
ADCY7	NA	null	null	0.24617736
HOXB5	NA	null	null	0.24604377
TECTA	NA	null	null	0.24582787
TMEM131	NA	null	null	0.24581519
SLC25A32	NA	null	null	0.24575485
ELK4	NA	null	null	0.24574584
TBL2	NA	null	null	0.24529222
B4GALT1	NA	null	null	0.24464287
PLIN2	NA	null	null	0.2446196
CHP2	NA	null	null	0.24449217
NIPAL4	NA	null	null	0.24443665
FOXO3	NA	null	null	0.24431662
CD1D	NA	null	null	0.2441421
ZNF689	NA	null	null	0.24414015
NHLRC4	NA	null	null	0.24411024
CEP126	NA	null	null	0.2440662
METTL4	NA	null	null	0.24389346
ITGAL	NA	null	null	0.24385205
PIGBOS1	NA	null	null	0.24382438
IQCB1	NA	null	null	0.24376096
AGPAT5	NA	null	null	0.24369507
DDX19B	NA	null	null	0.24368909
CPO	NA	null	null	0.24339497
SLC35B3	NA	null	null	0.24327414
HMHA1	NA	null	null	0.24321842
TADA3	NA	null	null	0.24315178
ONECUT1	NA	null	null	0.24313614
LOC101928193	NA	null	null	0.24313614
PLA1A	NA	null	null	0.243054
SARS	NA	null	null	0.24291207
CDK17	NA	null	null	0.24279763
LAGE3	NA	null	null	0.24266924
P2RX3	NA	null	null	0.24254423
IQCE	NA	null	null	0.24226929
BMP3	NA	null	null	0.24207461
CD276	NA	null	null	0.24205029
LOC107984115	NA	null	null	0.24201058
GCGR	NA	null	null	0.24201058
TAS2R50	NA	null	null	0.24201058
GPR158	NA	null	null	0.24201058
S1PR4	NA	null	null	0.24192266
AP4S1	NA	null	null	0.24157919
ZNF814	NA	null	null	0.24128455
NPY4R	NA	null	null	0.24074142
NME1	NA	null	null	0.24059716
KRT9	NA	null	null	0.24041048
AMPD3	NA	null	null	0.24039207
KIF21B	NA	null	null	0.24036041
SOGA1	NA	null	null	0.24032994
CORO7-PAM16	NA	null	null	0.24024755
MEF2A	NA	null	null	0.23977163
SDR16C5	NA	null	null	0.23953907
SAMD9	NA	null	null	0.23937534
CELF2	NA	null	null	0.23937449
CNTNAP3B	NA	null	null	0.23921415
SULT4A1	NA	null	null	0.23906586
KIF18A	NA	null	null	0.23889238
PLA2G2D	NA	null	null	0.23882617
NSMF	NA	null	null	0.2384747
FCGBP	NA	null	null	0.23840292
LACTB	NA	null	null	0.23831727
PPP1R21	NA	null	null	0.23831642
RALGAPA1	NA	null	null	0.23828366
METTL3	NA	null	null	0.23822656
MTUS1	NA	null	null	0.23809676
IRF2BP2	NA	null	null	0.23805611
PRKX	NA	null	null	0.23803422
VAV2	NA	null	null	0.23797907
NBPF19	NA	null	null	0.23788074
APLNR	NA	null	null	0.2378114
MAP3K9	NA	null	null	0.23776588
C12orf71	NA	null	null	0.23753697
MARS	NA	null	null	0.23750283
WHAMM	NA	null	null	0.23741554
NMT1	NA	null	null	0.23729545
NDUFA3	NA	null	null	0.2371414
RNF150	NA	null	null	0.23704085
XXYLT1	NA	null	null	0.23701139
HAPLN1	NA	null	null	0.23694335
MATN3	NA	null	null	0.23667581
FAM83B	NA	null	null	0.23657088
LOC107986244	NA	null	null	0.23649885
GOLGA6L19	NA	null	null	0.236474
PBDC1	NA	null	null	0.23634143
FAM26D	NA	null	null	0.23629205
C3orf36	NA	null	null	0.23629205
IGSF21	NA	null	null	0.23629205
TMEM92	NA	null	null	0.23629205
HMGXB4	NA	null	null	0.23623097
PLPPR2	NA	null	null	0.23621453
C9orf106	NA	null	null	0.23620053
PORCN	NA	null	null	0.23614883
UPRT	NA	null	null	0.23584522
LOC100652777	NA	null	null	0.23579332
AKAP5	NA	null	null	0.23562036
OR2A4	NA	null	null	0.23533954
GNPDA1	NA	null	null	0.23520094
AQP7P5	NA	null	null	0.23499452
UQCRHL	NA	null	null	0.2349709
GLT8D1	NA	null	null	0.23493919
LBR	NA	null	null	0.23482533
LSM4	NA	null	null	0.23473169
TTC31	NA	null	null	0.23436768
AHNAK	NA	null	null	0.23432451
ARL17A	NA	null	null	0.23431057
AR	NA	null	null	0.23416948
KLK6	NA	null	null	0.23407632
QARS	NA	null	null	0.23395567
HSPH1	NA	null	null	0.23374471
BIRC5	NA	null	null	0.23371221
DNAAF5	NA	null	null	0.2336887
FAM213B	NA	null	null	0.23343247
SLC17A7	NA	null	null	0.23332016
DENND5B	NA	null	null	0.23323677
SNRNP35	NA	null	null	0.23314476
ADAMTS8	NA	null	null	0.23313722
FER	NA	null	null	0.23300233
PODXL	NA	null	null	0.23282836
B4GALT7	NA	null	null	0.2328047
LRRC73	NA	null	null	0.23258173
RND2	NA	null	null	0.23257834
MAPK15	NA	null	null	0.23233621
CYP27C1	NA	null	null	0.23223974
RPL7	NA	null	null	0.23212238
ZFP92	NA	null	null	0.23174173
PTGES3L-AARSD1	NA	null	null	0.23147677
RAB11FIP2	NA	null	null	0.23122977
POLR2E	NA	null	null	0.23109488
KCNS3	NA	null	null	0.23085281
ZGPAT	NA	null	null	0.23062816
EFCAB8	NA	null	null	0.23037513
TAC3	NA	null	null	0.23037513
KCP	NA	null	null	0.23037513
COX6A2	NA	null	null	0.23037513
LOC100996701	NA	null	null	0.23037513
TARBP1	NA	null	null	0.23036364
MRPS17	NA	null	null	0.23032862
DRP2	NA	null	null	0.23027314
CCNG2	NA	null	null	0.23001117
RPS4X	NA	null	null	0.22976209
CRMP1	NA	null	null	0.22971216
C1orf167	NA	null	null	0.2294384
TRIM27	NA	null	null	0.22936441
C3orf52	NA	null	null	0.22918202
FDXR	NA	null	null	0.22903384
NAT6	NA	null	null	0.22854078
PRAM1	NA	null	null	0.22844282
ANKRD63	NA	null	null	0.2284428
FBXL21	NA	null	null	0.2284428
OPN5	NA	null	null	0.2284428
PAPD7	NA	null	null	0.22837883
ILF2	NA	null	null	0.22824565
ZNF781	NA	null	null	0.22814812
TEX30	NA	null	null	0.22812961
PLA2G4F	NA	null	null	0.22810334
TNFRSF1A	NA	null	null	0.22808723
MTNR1B	NA	null	null	0.22799715
P3H4	NA	null	null	0.22772476
LOC107985770	NA	null	null	0.2276953
GOLGA6L3	NA	null	null	0.22768165
ST8SIA6	NA	null	null	0.22766785
DAPP1	NA	null	null	0.22766519
LOC107984043	NA	null	null	0.2274312
FAM72B	NA	null	null	0.22737236
NAB1	NA	null	null	0.22732884
SEPN1	NA	null	null	0.22720227
RUSC2	NA	null	null	0.22717781
TLK2	NA	null	null	0.22713037
HLA-DQB2	NA	null	null	0.22710931
MBD1	NA	null	null	0.22698623
PLD3	NA	null	null	0.22683325
NRN1	NA	null	null	0.22678727
TDP2	NA	null	null	0.2267173
UTS2B	NA	null	null	0.22668618
TMEM120B	NA	null	null	0.22652145
DRAXIN	NA	null	null	0.22626196
TANC1	NA	null	null	0.22625169
QPRT	NA	null	null	0.22624838
PPARD	NA	null	null	0.22615737
GLIS3	NA	null	null	0.22602655
NAGA	NA	null	null	0.22599119
GNL1	NA	null	null	0.22581208
MMP15	NA	null	null	0.22576043
CARD17	NA	null	null	0.22568391
MEIS2	NA	null	null	0.22566223
ANXA5	NA	null	null	0.22563872
FAM131B	NA	null	null	0.22547974
SHKBP1	NA	null	null	0.22540613
GGT7	NA	null	null	0.2253202
ZNF154	NA	null	null	0.22530013
NOX4	NA	null	null	0.2250411
TAX1BP3	NA	null	null	0.2249528
KIAA1715	NA	null	null	0.22487251
SLC35F4	NA	null	null	0.22470963
TIMM23	NA	null	null	0.22465101
UNK	NA	null	null	0.22437593
C9	NA	null	null	0.22424926
C15orf54	NA	null	null	0.22424926
ZNF534	NA	null	null	0.22424926
CKM	NA	null	null	0.22424926
ADGRB2	NA	null	null	0.22424926
HSPA13	NA	null	null	0.22403632
KCNT1	NA	null	null	0.22391477
NPW	NA	null	null	0.22374852
RMDN2	NA	null	null	0.22358437
STK11IP	NA	null	null	0.22357057
CDC14B	NA	null	null	0.22355725
MLLT10	NA	null	null	0.22343299
SNRPA	NA	null	null	0.22327463
POLQ	NA	null	null	0.2231413
BCO2	NA	null	null	0.22304678
PNPT1	NA	null	null	0.2229357
MOV10L1	NA	null	null	0.22293414
LOC107986062	NA	null	null	0.22287342
INTS3	NA	null	null	0.22284861
MS4A4A	NA	null	null	0.22274528
PCNX2	NA	null	null	0.22260253
C21orf33	NA	null	null	0.22228537
WDR26	NA	null	null	0.22217378
LSS	NA	null	null	0.22208463
COX6A1	NA	null	null	0.22187442
EIF3K	NA	null	null	0.22180343
RIC8B	NA	null	null	0.22173542
ADD2	NA	null	null	0.22137928
TTC21B	NA	null	null	0.22125521
RAB9B	NA	null	null	0.22116898
AXIN1	NA	null	null	0.221122
AGPAT2	NA	null	null	0.22107743
LOC107986084	NA	null	null	0.22090277
BIN1	NA	null	null	0.22083078
TACC3	NA	null	null	0.22077046
CYFIP2	NA	null	null	0.2206723
PAPD5	NA	null	null	0.22056307
CASC3	NA	null	null	0.22052126
KCNE1	NA	null	null	0.2202032
