ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
hsa04976	Bile secretion	9/540	71/7470	0.0685802667202669	0.217170844614179	0.163630110069409	ATP1A1/ATP1B1/PRKACB/NCEH1/CA2/ADCY3/ADCY4/AQP1/ABCB1	9
hsa05218	Melanoma	9/540	72/7470	0.0736242173008747	0.230581339898344	0.173734416765511	PIK3CB/PIK3R1/CDH1/FGFR1/HGF/IGF1/PDGFRA/MAPK3/PDGFD	9
hsa05410	Hypertrophic cardiomyopathy (HCM)	10/540	83/7470	0.0750511167236447	0.232495307241725	0.175176519583793	ITGA2/ITGB8/IGF1/ITGA5/ITGA9/SGCD/TPM2/CACNA2D1/CACNB2/CACNB3	10
hsa04380	Osteoclast differentiation	14/540	128/7470	0.0776808623622385	0.238054255626215	0.179364979308394	PIK3CB/PIK3R1/IRF9/CSF1/CTSK/FYN/NCF4/NFATC1/NFATC2/ACP5/MAPK3/BTK/TYROBP/SOCS3	14
hsa04623	Cytosolic DNA-sensing pathway	8/540	63/7470	0.082426709362292	0.249910767747375	0.188298417804116	RIPK3/PYCARD/TMEM173/IRF7/CCL4L1/CCL4/CCL5/CCL4L2	8
hsa04931	Insulin resistance	12/540	107/7470	0.084276537876685	0.25050950243124	0.188749541998053	CREB3L4/PIK3CB/PIK3R1/PTPRF/PYGB/SLC2A4/SREBF1/SLC27A3/FOXO1/PRKCD/SOCS3/CREB5	12
hsa03320	PPAR signaling pathway	9/540	74/7470	0.084382148187365	0.25050950243124	0.188749541998053	FABP4/ACSL1/ACSL3/HMGCS2/SCD/FABP5/FABP7/PLTP/ACOX2	9
hsa04962	Vasopressin-regulated water reabsorption	6/540	44/7470	0.094814164287478	0.276226507964819	0.208126343951332	CREB3L4/DYNC1I1/PRKACB/ADCY3/AVPR2/CREB5	6
hsa05230	Central carbon metabolism in cancer	8/540	65/7470	0.0949831501072008	0.276226507964819	0.208126343951332	ERBB2/HIF1A/PIK3CB/PIK3R1/SLC1A5/FGFR1/PDGFRA/MAPK3	8
hsa04540	Gap junction	10/540	88/7470	0.101677284662773	0.292707334635255	0.220544030528502	ITPR2/PRKACB/ADCY3/LPAR1/ADCY4/GNAI2/TUBB2B/PDGFRA/MAPK3/PDGFD	10
hsa04211	Longevity regulating pathway	10/540	89/7470	0.107587262867819	0.306623699173286	0.231029490789844	CREB3L4/PIK3CB/PIK3R1/PRKACB/ADCY3/ADCY4/EIF4EBP1/FOXO1/IGF1/CREB5	10
hsa05224	Breast cancer	15/540	147/7470	0.109707329004292	0.309222094184216	0.232987284260684	ERBB2/SHC4/PIK3CB/PIK3R1/FZD1/FZD10/ESR1/FGFR1/HEY1/IGF1/NOTCH3/DLL4/MAPK3/WNT5A/WNT11	15
hsa04916	Melanogenesis	11/540	101/7470	0.111615428599264	0.309222094184216	0.232987284260684	CREB3L4/PRKACB/FZD1/ADCY3/FZD10/EDNRB/ADCY4/GNAI2/MAPK3/WNT5A/WNT11	11
hsa04930	Type II diabetes mellitus	6/540	46/7470	0.11175394982798	0.309222094184216	0.232987284260684	PIK3CB/PIK3R1/SLC2A4/PRKCD/MAPK3/SOCS3	6
hsa00910	Nitrogen metabolism	3/540	17/7470	0.119983063206079	0.328799740516658	0.24773830864413	GLUD1/CA2/CA6	3
hsa04726	Serotonergic synapse	12/540	115/7470	0.125942745354771	0.340935424951238	0.256882093038052	ALOX15B/CYP4X1/APP/ITPR2/PRKACB/RAPGEF3/GNAI2/GNG11/MAOB/GNG2/MAPK3/PTGS1	12
hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	4/540	27/7470	0.126804052788881	0.340935424951238	0.256882093038052	ST3GAL6/FUT2/GCNT2/A4GALT	4
hsa04917	Prolactin signaling pathway	8/540	70/7470	0.130826692426947	0.34473096139206	0.259741887807868	ELF5/SHC4/PIK3CB/PIK3R1/ESR1/MAPK3/CCND2/SOCS3	8
hsa04370	VEGF signaling pathway	7/540	59/7470	0.131456438966218	0.34473096139206	0.259741887807868	PIK3CB/PIK3R1/HSPB1/KDR/NFATC2/MAPK3/RAC2	7
hsa04919	Thyroid hormone signaling pathway	12/540	116/7470	0.131844472953455	0.34473096139206	0.259741887807868	HIF1A/ATP1A1/ATP1B1/PIK3CB/PIK3R1/PRKACB/DIO2/ESR1/FOXO1/NOTCH3/PLN/MAPK3	12
hsa04657	IL-17 signaling pathway	10/540	93/7470	0.133136544928513	0.344944684587511	0.259902920243222	IL17RB/IL17RC/TRAF4/CSF3/MAPK3/S100A7/S100A8/S100A9/CCL2/CCL20	10
hsa04921	Oxytocin signaling pathway	15/540	152/7470	0.134515962415	0.345378822416891	0.260230026862588	ITPR2/PRKACB/MYL9/ADCY3/ADCY4/GNAI2/KCNJ2/MEF2C/MYLK/NFATC1/NFATC2/MAPK3/CACNA2D1/CACNB2/CACNB3	15
hsa05330	Allograft rejection	5/540	38/7470	0.136317570110876	0.346879531085711	0.26136075472386	GZMB/HLA-A/HLA-C/HLA-E/HLA-F	5
hsa00982	Drug metabolism - cytochrome P450	8/540	72/7470	0.146869348347232	0.370422692734168	0.27909964660303	ALDH3B2/FMO2/FMO5/MGST1/ADH1B/ALDH3A1/GSTM5/MAOB	8
hsa00330	Arginine and proline metabolism	6/540	50/7470	0.149831576376423	0.374578940941056	0.282231224199355	LOC102724788/AOC1/GOT1/PYCR1/ARG1/MAOB	6
hsa04972	Pancreatic secretion	10/540	96/7470	0.154237894076246	0.382241737493306	0.288004854842601	ITPR2/ATP1A1/ATP1B1/ATP2A3/SLC12A2/CA2/ADCY3/CPA3/ADCY4/PRSS3	10
hsa04152	AMPK signaling pathway	12/540	120/7470	0.156933900041301	0.385055556040121	0.290124961891726	CREB3L4/FBP1/PFKFB3/PIK3CB/PIK3R1/SCD/SLC2A4/SREBF1/EIF4EBP1/FOXO1/IGF1/CREB5	12
hsa04911	Insulin secretion	9/540	85/7470	0.159179506427034	0.385055556040121	0.290124961891726	CREB3L4/KCNN4/ATP1A1/ATP1B1/PRKACB/ADCY3/RAPGEF4/ADCY4/CREB5	9
hsa00380	Tryptophan metabolism	5/540	40/7470	0.159426510921875	0.385055556040121	0.290124961891726	AOC1/INMT/HAAO/IL4I1/MAOB	5
hsa05219	Bladder cancer	5/540	41/7470	0.171539891658797	0.406300600606804	0.306132308490445	ERBB2/CDH1/HBEGF/MMP2/MAPK3	5
hsa05332	Graft-versus-host disease	5/540	41/7470	0.171539891658797	0.406300600606804	0.306132308490445	GZMB/HLA-A/HLA-C/HLA-E/HLA-F	5
hsa05164	Influenza A	16/540	171/7470	0.172499553240082	0.406300600606804	0.306132308490445	FURIN/PIK3CB/PIK3R1/IRF9/PYCARD/HSPA1A/HSPA1B/ICAM1/IRF7/OAS3/MAPK3/PRSS3/CCL2/CCL5/TLR4/SOCS3	16
hsa04750	Inflammatory mediator regulation of TRP channels	10/540	99/7470	0.176904406740538	0.408219781371369	0.307578339426627	F2RL1/ITPR2/PIK3CB/PIK3R1/PRKACB/ADCY3/ADCY4/IGF1/PRKCD/BDKRB2	10
hsa04914	Progesterone-mediated oocyte maturation	10/540	99/7470	0.176904406740538	0.408219781371369	0.307578339426627	PIK3CB/PIK3R1/PRKACB/ADCY3/ADCY4/GNAI2/IGF1/MAPK3/STK10/CDC25B	10
hsa04927	Cortisol synthesis and secretion	7/540	64/7470	0.177611413649297	0.408219781371369	0.307578339426627	CREB3L4/ITPR2/PRKACB/NCEH1/ADCY3/ADCY4/CREB5	7
hsa04723	Retrograde endocannabinoid signaling	14/540	148/7470	0.181852738955794	0.414624244819209	0.312403863132479	NDUFC2-KCTD14/FAAH/GRIA2/ITPR2/NDUFS1/PRKACB/ADCY3/MGLL/ADCY4/GNAI2/GNG11/GNG2/MAPK3/NDUFA4L2	14
hsa04910	Insulin signaling pathway	13/540	137/7470	0.190056771773741	0.427941968254508	0.322438269709768	FBP1/SHC4/PIK3CB/PIK3R1/PRKACB/PTPRF/PYGB/SLC2A4/SREBF1/EIF4EBP1/FOXO1/MAPK3/SOCS3	13
hsa00220	Arginine biosynthesis	3/540	21/7470	0.190696947257272	0.427941968254508	0.322438269709768	GLUD1/GOT1/ARG1	3
hsa04660	T cell receptor signaling pathway	10/540	101/7470	0.192829743409523	0.429347475560267	0.323497266904134	VAV3/PIK3CB/PIK3R1/FYN/NFATC1/NFATC2/MAPK3/PTPRC/CD3E/CD4	10
hsa04940	Type I diabetes mellitus	5/540	43/7470	0.196772043777791	0.434728933927678	0.327551994538306	GZMB/HLA-A/HLA-C/HLA-E/HLA-F	5
hsa04970	Salivary secretion	9/540	90/7470	0.201163842005216	0.441013038242204	0.33228683213817	ITPR2/KCNN4/ATP1A1/ATP1B1/PRKACB/SLC12A2/ADCY3/CST3/ADCY4	9
hsa05032	Morphine addiction	9/540	91/7470	0.210073841174428	0.457030875837495	0.344355673761215	PRKACB/ADCY3/ADCY4/GNAI2/GNG11/GRK5/PDE1A/PDE2A/GNG2	9
hsa04912	GnRH signaling pathway	9/540	93/7470	0.228354283379893	0.48831446581909	0.367926688927403	ITPR2/PRKACB/ADCY3/HBEGF/EGR1/ADCY4/MMP2/PRKCD/MAPK3	9
hsa04614	Renin-angiotensin system	3/540	23/7470	0.229251797263209	0.48831446581909	0.367926688927403	CMA1/CPA3/CTSG	3
hsa05211	Renal cell carcinoma	7/540	69/7470	0.229593468139502	0.48831446581909	0.367926688927403	HIF1A/PIK3CB/PIK3R1/FLCN/ETS1/HGF/MAPK3	7
hsa04071	Sphingolipid signaling pathway	11/540	118/7470	0.232300980995035	0.49041318210063	0.369507993161693	DEGS2/PIK3CB/PIK3R1/ACER1/CERS3/MS4A2/FYN/GNAI2/MAPK3/RAC2/BDKRB2	11
hsa00061	Fatty acid biosynthesis	2/540	13/7470	0.241019955085675	0.505078582348657	0.380557823819487	ACSL1/ACSL3	2
hsa00250	Alanine, aspartate and glutamate metabolism	4/540	35/7470	0.244619029578301	0.508879003137342	0.383421298762762	FOLH1/GLUD1/GOT1/IL4I1	4
hsa04961	Endocrine and other factor-regulated calcium reabsorption	5/540	47/7470	0.250586634398797	0.517515875388821	0.389928859018724	ATP1A1/ATP1B1/PRKACB/ESR1/BDKRB2	5
hsa04925	Aldosterone synthesis and secretion	9/540	96/7470	0.2568176252335	0.526568512169406	0.396749682299386	CREB3L4/ITPR2/ATP1A1/ATP1B1/PRKACB/ADCY3/ADCY4/PDE2A/CREB5	9
hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	2/540	15/7470	0.296259657658963	0.603100017377175	0.454413309491944	FUT2/A4GALT	2
hsa04550	Signaling pathways regulating pluripotency of stem cells	12/540	139/7470	0.303365112970813	0.61273343201897	0.461671727172188	PIK3CB/PIK3R1/TBX3/FZD1/FZD10/FGFR1/IGF1/MEIS1/MAPK3/BMPR1B/WNT5A/WNT11	12
hsa04978	Mineral absorption	5/540	51/7470	0.307550849228906	0.61273343201897	0.461671727172188	ATP1A1/ATP1B1/SLC11A2/MT1M/HEPH	5
hsa04724	Glutamatergic synapse	10/540	114/7470	0.309084052163478	0.61273343201897	0.461671727172188	GRIA2/ITPR2/PRKACB/ADCY3/ADCY4/GNAI2/GNG11/GNG2/MAPK3/HOMER3	10
hsa01040	Biosynthesis of unsaturated fatty acids	3/540	27/7470	0.309591628809585	0.61273343201897	0.461671727172188	HACD3/SCD/ACOT7	3
hsa04934	Cushing syndrome	13/540	154/7470	0.321039219996443	0.627146789545401	0.472531653064679	CREB3L4/ITPR2/PRKACB/NCEH1/FZD1/ADCY3/FZD10/ADCY4/GNAI2/MAPK3/WNT5A/WNT11/CREB5	13
hsa04612	Antigen processing and presentation	7/540	77/7470	0.321275197451328	0.627146789545401	0.472531653064679	HLA-A/HLA-C/HLA-E/HLA-F/HSPA1A/HSPA1B/CD4	7
hsa04216	Ferroptosis	4/540	40/7470	0.327341471510181	0.629234718292153	0.474104829294918	ACSL1/ACSL3/SLC11A2/SLC39A8	4
hsa04924	Renin secretion	6/540	65/7470	0.328968326405371	0.629234718292153	0.474104829294918	ITPR2/PRKACB/GNAI2/AQP1/KCNJ2/PDE1A	6
hsa05131	Shigellosis	6/540	65/7470	0.328968326405371	0.629234718292153	0.474104829294918	PFN2/ARPC4/ARPC1B/ITGA5/MAPK3/ELMO1	6
hsa04260	Cardiac muscle contraction	7/540	78/7470	0.333206996655823	0.633093293646063	0.477012121528336	ATP1A1/ATP1B1/TPM2/CACNA2D1/CACNB2/CACNB3/COX4I2	7
hsa05320	Autoimmune thyroid disease	5/540	53/7470	0.336724534521293	0.635539684361381	0.478855385446803	GZMB/HLA-A/HLA-C/HLA-E/HLA-F	5
hsa04020	Calcium signaling pathway	15/540	183/7470	0.344188553358483	0.645353537547156	0.486249756822234	ERBB2/SLC25A4/ITPR2/ATP2A3/PRKACB/ADCY3/EDNRB/ADCY4/MYLK/PDE1A/PDGFRA/PLN/BDKRB2/TACR1/CXCR4	15
hsa04658	Th1 and Th2 cell differentiation	8/540	92/7470	0.346931891451348	0.646245680154471	0.486921952914172	IL2RG/NFATC1/NFATC2/NOTCH3/DLL4/MAPK3/CD3E/CD4	8
hsa04068	FoxO signaling pathway	11/540	132/7470	0.357046945020552	0.660768696953619	0.497864502967824	FBXO32/PIK3CB/PIK3R1/SLC2A4/KLF2/PLK3/FOXO1/IGF1/MAPK3/CCND2/HOMER3	11
hsa05134	Legionellosis	5/540	55/7470	0.366110202485511	0.67264651243963	0.506813992752297	PYCARD/HSPA1A/HSPA1B/TLR4/C3	5
hsa05031	Amphetamine addiction	6/540	68/7470	0.368463639917724	0.67264651243963	0.506813992752297	CREB3L4/GRIA2/PRKACB/PPP1R1B/MAOB/CREB5	6
hsa00062	Fatty acid elongation	3/540	30/7470	0.370545622642182	0.67264651243963	0.506813992752297	HACD3/ACOT7/THEM5	3
hsa01210	2-Oxocarboxylic acid metabolism	2/540	18/7470	0.377646462202804	0.679069671771593	0.511653603107682	GOT1/IDH2	2
hsa05169	Epstein-Barr virus infection	16/540	201/7470	0.381232096433175	0.679069671771593	0.511653603107682	PIK3CB/PIK3R1/IRF9/HLA-A/HLA-C/HLA-E/HLA-F/ICAM1/IRF7/OAS3/BTK/VIM/CCND2/CD3E/ENTPD1/ISG15	16
hsa05203	Viral carcinogenesis	16/540	201/7470	0.381232096433175	0.679069671771593	0.511653603107682	CREB3L4/PIK3CB/PIK3R1/PRKACB/HIST2H2BE/IRF9/EGR3/HLA-A/HLA-C/HLA-E/HLA-F/IRF7/MAPK3/C3/CCND2/CREB5	16
hsa00410	beta-Alanine metabolism	3/540	31/7470	0.390692003898887	0.685307796193687	0.516353796578069	ALDH3B2/ALDH3A1/AOC3	3
hsa04713	Circadian entrainment	8/540	96/7470	0.391762471072141	0.685307796193687	0.516353796578069	GRIA2/PRKACB/ADCY3/ADCY4/GNAI2/GNG11/GNG2/MAPK3	8
hsa05226	Gastric cancer	12/540	149/7470	0.391947967647617	0.685307796193687	0.516353796578069	ERBB2/SHC4/PIK3CB/PIK3R1/FZD1/CDH1/FZD10/HGF/ABCB1/MAPK3/WNT5A/WNT11	12
hsa04973	Carbohydrate digestion and absorption	4/540	44/7470	0.394700752573079	0.685912893191021	0.516809714537279	ATP1A1/ATP1B1/PIK3CB/PIK3R1	4
hsa05214	Glioma	6/540	71/7470	0.408139258997477	0.704271599211909	0.53064231297961	SHC4/PIK3CB/PIK3R1/IGF1/PDGFRA/MAPK3	6
hsa05213	Endometrial cancer	5/540	58/7470	0.410207317435708	0.704271599211909	0.53064231297961	ERBB2/PIK3CB/PIK3R1/CDH1/MAPK3	5
hsa04012	ErbB signaling pathway	7/540	85/7470	0.417786804013704	0.71298945595153	0.537210892018882	ERBB2/SHC4/PIK3CB/PIK3R1/HBEGF/EIF4EBP1/MAPK3	7
hsa00051	Fructose and mannose metabolism	3/540	33/7470	0.430447693688066	0.728051277152118	0.548559411039823	FBP1/GMDS/PFKFB3	3
hsa05145	Toxoplasmosis	9/540	113/7470	0.431922345120498	0.728051277152118	0.548559411039823	LAMC3/GNAI2/HSPA1A/HSPA1B/LAMA4/LAMB1/LAMC1/MAPK3/TLR4	9
hsa01524	Platinum drug resistance	6/540	73/7470	0.434490126136561	0.728051277152118	0.548559411039823	ERBB2/MGST1/PIK3CB/PIK3R1/GSTM5/MAPK3	6
hsa04390	Hippo signaling pathway	12/540	154/7470	0.437173615509877	0.728051277152118	0.548559411039823	PATJ/FZD1/PARD6B/CDH1/FZD10/CTGF/SERPINE1/BMPR1B/SNAI2/WNT5A/WNT11/CCND2	12
hsa04730	Long-term depression	5/540	60/7470	0.439385332176015	0.728051277152118	0.548559411039823	GRIA2/ITPR2/GNAI2/IGF1/MAPK3	5
hsa00565	Ether lipid metabolism	4/540	47/7470	0.444577873416891	0.732397074704127	0.551833806979287	CHPT1/PLPP2/ENPP2/PLPP3	4
hsa04140	Autophagy - animal	10/540	128/7470	0.447309469100323	0.732662061457425	0.55203346458842	MRAS/HIF1A/PIK3CB/PIK3R1/ATG16L1/PRKACB/DEPTOR/PRKCD/MAPK3/RRAS	10
hsa00280	Valine, leucine and isoleucine degradation	4/540	48/7470	0.460940011527158	0.750673733058515	0.565604585573175	HIBADH/HMGCS2/MCCC2/IL4I1	4
hsa04728	Dopaminergic synapse	10/540	131/7470	0.477009453162141	0.763264454314341	0.575091223195293	CREB3L4/GRIA2/ITPR2/PRKACB/PPP1R1B/GNAI2/GNG11/MAOB/GNG2/CREB5	10
hsa04672	Intestinal immune network for IgA production	4/540	49/7470	0.477132546589017	0.763264454314341	0.575091223195293	CCL28/IL15RA/CXCL12/CXCR4	4
hsa04913	Ovarian steroidogenesis	4/540	49/7470	0.477132546589017	0.763264454314341	0.575091223195293	PRKACB/ADCY3/ADCY4/IGF1	4
hsa00514	Other types of O-glycan biosynthesis	2/540	22/7470	0.479383639727253	0.763264454314341	0.575091223195293	MFNG/PLOD3	2
hsa05110	Vibrio cholerae infection	4/540	50/7470	0.493135296104622	0.780797552165651	0.588301756756391	ATP6V0E2/PRKACB/SLC12A2/ADCY3	4
hsa05322	Systemic lupus erythematosus	10/540	133/7470	0.496632753886356	0.781990800318296	0.589200824616555	HIST1H2AE/HIST2H2BE/CTSG/C1QA/C1QB/C1QC/C1R/C1S/C3/C7	10
hsa04630	JAK-STAT signaling pathway	12/540	162/7470	0.508935094774352	0.79695880225654	0.600478654331797	PIK3CB/PIK3R1/IRF9/CSF3/FHL1/IL2RG/IL3RA/IL7/IL15RA/PDGFRA/CCND2/SOCS3	12
hsa05221	Acute myeloid leukemia	5/540	66/7470	0.524356644706105	0.80906508456655	0.609600285324381	PIK3CB/PIK3R1/EIF4EBP1/MAPK3/RUNX1T1	5
hsa05223	Non-small cell lung cancer	5/540	66/7470	0.524356644706105	0.80906508456655	0.609600285324381	ERBB2/FHIT/PIK3CB/PIK3R1/MAPK3	5
hsa04977	Vitamin digestion and absorption	2/540	24/7470	0.526311395852464	0.80906508456655	0.609600285324381	FOLH1/TCN2	2
hsa00072	Synthesis and degradation of ketone bodies	1/540	10/7470	0.528021423611854	0.80906508456655	0.609600285324381	HMGCS2	1
hsa04150	mTOR signaling pathway	11/540	151/7470	0.535232483034354	0.814025428864806	0.613337719255477	PIK3CB/PIK3R1/DEPTOR/FZD1/FZD10/EIF4EBP1/FLCN/IGF1/MAPK3/WNT5A/WNT11	11
hsa04720	Long-term potentiation	5/540	67/7470	0.537993658307344	0.814025428864806	0.613337719255477	GRIA2/ITPR2/PRKACB/RAPGEF3/MAPK3	5
hsa01212	Fatty acid metabolism	4/540	53/7470	0.53982738966824	0.814025428864806	0.613337719255477	ACSL1/ACSL3/HACD3/SCD	4
hsa05120	Epithelial cell signaling in Helicobacter pylori infection	5/540	68/7470	0.5514484216716	0.8271726325074	0.623243645545742	ATP6V0E2/HBEGF/JAM2/CCL5/JAM3	5
hsa05225	Hepatocellular carcinoma	12/540	168/7470	0.561145809669772	0.837311810240235	0.630883136801507	SHC4/MGST1/PIK3CB/PIK3R1/FZD1/FZD10/GSTM5/HGF/IGF2/MAPK3/WNT5A/WNT11	12
hsa04975	Fat digestion and absorption	3/540	41/7470	0.577457833284999	0.85716397128242	0.645840997752959	PLPP2/ABCA1/PLPP3	3
hsa05168	Herpes simplex infection	13/540	185/7470	0.584629328291783	0.859418512023552	0.647539709890322	GTF2I/IRF9/PILRA/HLA-A/HLA-C/HLA-E/HLA-F/IRF7/OAS3/CCL2/CCL5/C3/SOCS3	13
hsa04350	TGF-beta signaling pathway	6/540	85/7470	0.585007688886207	0.859418512023552	0.647539709890322	DCN/E2F4/LTBP1/NBL1/MAPK3/BMPR1B	6
hsa04966	Collecting duct acid secretion	2/540	27/7470	0.591152446653224	0.861729676858609	0.649281086164936	ATP6V0E2/CA2	2
hsa05202	Transcriptional misregulation in cancer	13/540	186/7470	0.592628128646623	0.861729676858609	0.649281086164936	ETV1/SPINT1/ERG/FOXO1/GZMB/IGF1/IGFBP3/MEF2C/MEIS1/PLAT/PLAU/RUNX1T1/CCND2	13
hsa05161	Hepatitis B	10/540	144/7470	0.600120037149639	0.868193962373844	0.654151683561456	CREB3L4/PIK3CB/PIK3R1/EGR3/IRF7/NFATC1/NFATC2/MAPK3/TLR4/CREB5	10
hsa04115	p53 signaling pathway	5/540	72/7470	0.603256135889562	0.868323225901642	0.654249078795697	CHEK2/IGF1/IGFBP3/SERPINE1/CCND2	5
hsa04727	GABAergic synapse	6/540	88/7470	0.619380853884952	0.883355502349474	0.665575336950296	PRKACB/ADCY3/ADCY4/GNAI2/GNG11/GNG2	6
hsa04922	Glucagon signaling pathway	7/540	103/7470	0.623293541694948	0.883355502349474	0.665575336950296	CREB3L4/FBP1/ITPR2/PRKACB/PYGB/FOXO1/CREB5	7
hsa00071	Fatty acid degradation	3/540	44/7470	0.626097584121382	0.883355502349474	0.665575336950296	ACSL1/ACSL3/ADH1B	3
hsa02010	ABC transporters	3/540	44/7470	0.626097584121382	0.883355502349474	0.665575336950296	ABCA8/ABCA1/ABCB1	3
hsa01230	Biosynthesis of amino acids	5/540	75/7470	0.639788200906428	0.892669368601266	0.672592986868544	GOT1/IDH2/PC/PYCR1/ARG1	5
hsa05212	Pancreatic cancer	5/540	75/7470	0.639788200906428	0.892669368601266	0.672592986868544	ERBB2/PIK3CB/PIK3R1/MAPK3/RAC2	5
hsa00020	Citrate cycle (TCA cycle)	2/540	30/7470	0.64914985414754	0.892669368601266	0.672592986868544	IDH2/PC	2
hsa00760	Nicotinate and nicotinamide metabolism	2/540	30/7470	0.64914985414754	0.892669368601266	0.672592986868544	NNMT/NT5E	2
hsa00980	Metabolism of xenobiotics by cytochrome P450	5/540	76/7470	0.651492030417766	0.892669368601266	0.672592986868544	ALDH3B2/MGST1/ADH1B/ALDH3A1/GSTM5	5
hsa05220	Chronic myeloid leukemia	5/540	76/7470	0.651492030417766	0.892669368601266	0.672592986868544	SHC4/PIK3CB/PIK3R1/MECOM/MAPK3	5
hsa04659	Th17 cell differentiation	7/540	107/7470	0.663307523752194	0.904510259662083	0.681514655479464	HIF1A/IL2RG/NFATC1/NFATC2/MAPK3/CD3E/CD4	7
hsa00270	Cysteine and methionine metabolism	3/540	47/7470	0.670753201522124	0.910307916351454	0.685882972985029	GOT1/CDO1/IL4I1	3
hsa00604	Glycosphingolipid biosynthesis - ganglio series	1/540	15/7470	0.675874520003289	0.910806853270607	0.686258903295305	ST6GALNAC4	1
hsa05217	Basal cell carcinoma	4/540	63/7470	0.677512466292522	0.910806853270607	0.686258903295305	FZD1/FZD10/WNT5A/WNT11	4
hsa00520	Amino sugar and nucleotide sugar metabolism	3/540	48/7470	0.684740747521788	0.911921088989297	0.687098438241243	GNE/GMDS/GNPNAT1	3
hsa04330	Notch signaling pathway	3/540	48/7470	0.684740747521788	0.911921088989297	0.687098438241243	MFNG/NOTCH3/DLL4	3
hsa05010	Alzheimer disease	11/540	171/7470	0.700919727342687	0.9284391649599	0.69954419077311	NDUFC2-KCTD14/APP/ITPR2/NDUFS1/ATP2A3/RTN4/APOE/LRP1/MAPK3/NDUFA4L2/COX4I2	11
hsa05012	Parkinson disease	9/540	142/7470	0.707607825229341	0.9284391649599	0.69954419077311	NDUFC2-KCTD14/SLC25A4/NDUFS1/PRKACB/GNAI2/NDUFA4L2/UBA7/COX4I2/UBE2L6	9
hsa04130	SNARE interactions in vesicular transport	2/540	34/7470	0.716076298083999	0.9284391649599	0.69954419077311	VAMP5/STX2	2
hsa05204	Chemical carcinogenesis	5/540	82/7470	0.716509585896166	0.9284391649599	0.69954419077311	ALDH3B2/MGST1/ADH1B/ALDH3A1/GSTM5	5
hsa00120	Primary bile acid biosynthesis	1/540	17/7470	0.72113263288628	0.9284391649599	0.69954419077311	ACOX2	1
hsa00450	Selenocompound metabolism	1/540	17/7470	0.72113263288628	0.9284391649599	0.69954419077311	INMT	1
hsa00830	Retinol metabolism	4/540	67/7470	0.723825026190897	0.9284391649599	0.69954419077311	ADH1B/RDH12/ALDH1A1/RDH5	4
hsa04146	Peroxisome	5/540	83/7470	0.726462925565114	0.9284391649599	0.69954419077311	ACSL1/ACSL3/IDH2/PEX7/ACOX2	5
hsa04742	Taste transduction	5/540	83/7470	0.726462925565114	0.9284391649599	0.69954419077311	PRKACB/SCNN1A/KCNK5/ADCY4/PDE1A	5
hsa04070	Phosphatidylinositol signaling system	6/540	99/7470	0.730457876953495	0.929377209516724	0.700250972267449	ITPR2/PIK3CB/PIK3R1/PIP5K1B/PPIP5K1/INPP4B	6
hsa00010	Glycolysis / Gluconeogenesis	4/540	68/7470	0.734598563973353	0.930491514366247	0.701090559300884	FBP1/ALDH3B2/ADH1B/ALDH3A1	4
hsa04920	Adipocytokine signaling pathway	4/540	69/7470	0.745053192676978	0.935757504788376	0.705058286156338	ACSL1/ACSL3/SLC2A4/SOCS3	4
hsa00500	Starch and sucrose metabolism	2/540	36/7470	0.745322644164776	0.935757504788376	0.705058286156338	AGL/PYGB	2
hsa05216	Thyroid cancer	2/540	37/7470	0.758953385564703	0.940336075196392	0.708508067738001	CDH1/MAPK3	2
hsa04932	Non-alcoholic fatty liver disease (NAFLD)	9/540	149/7470	0.759480744650436	0.940336075196392	0.708508067738001	NDUFC2-KCTD14/NDUFS1/PIK3CB/PIK3R1/SREBF1/XBP1/NDUFA4L2/COX4I2/SOCS3	9
hsa00770	Pantothenate and CoA biosynthesis	1/540	19/7470	0.760081346550738	0.940336075196392	0.708508067738001	PANK1	1
hsa05034	Alcoholism	11/540	180/7470	0.762167134632865	0.940336075196392	0.708508067738001	CREB3L4/HIST1H2AE/SHC4/HIST2H2BE/PPP1R1B/GNAI2/GNG11/MAOB/GNG2/MAPK3/CREB5	11
hsa05140	Leishmaniasis	4/540	74/7470	0.792649821945739	0.969627888730807	0.730578353835955	NCF4/MAPK3/TLR4/C3	4
hsa04142	Lysosome	7/540	123/7470	0.795599380833877	0.969627888730807	0.730578353835955	AP1M2/SLC11A2/GNPTAB/CD164/CTSG/CTSK/ACP5	7
hsa00260	Glycine, serine and threonine metabolism	2/540	40/7470	0.796115529694768	0.969627888730807	0.730578353835955	MAOB/AOC3	2
hsa00900	Terpenoid backbone biosynthesis	1/540	22/7470	0.808561475697248	0.980595832228577	0.738842289102972	HMGCS2	1
hsa03060	Protein export	1/540	23/7470	0.822441282776126	0.993202396572864	0.748340863899776	SEC11C	1
hsa00561	Glycerolipid metabolism	3/540	61/7470	0.827699844250049	0.99533525574373	0.749947893524361	PLPP2/MGLL/PLPP3	3
hsa04217	Necroptosis	9/540	162/7470	0.837917069985708	0.998947213444994	0.752669368579054	GLUD1/SLC25A4/HIST1H2AE/PYGB/CHMP4C/IRF9/RIPK3/PYCARD/TLR4	9
