Gene ID,Pathway Name,Level 2,Level 1,Other Gene ID,log2(HN/FK),Qvalue(FK-vs-HN),Pvalue(FK-vs-HN)
5010,ko05160//Hepatitis C;ko04670//Leukocyte transendothelial migration;ko04530//Tight junction;ko04514//Cell adhesion molecules (CAMs),Signaling molecules and interaction;Infectious diseases: Viral;Immune system;Cellular community - eukaryotes,Environmental Information Processing;Human Diseases;Organismal Systems;Cellular Processes,CLDN11,-3.3182930733449503,0.0,0.0
5054,ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04610//Complement and coagulation cascades;ko05142//Chagas disease (American trypanosomiasis);ko04390//Hippo signaling pathway;ko04066//HIF-1 signaling pathway;ko04371//Apelin signaling pathway;ko04218//Cellular senescence;ko04115//p53 signaling pathway,Signal transduction;Endocrine and metabolic diseases;Infectious diseases: Parasitic;Immune system;Cell growth and death,Human Diseases;Cellular Processes;Environmental Information Processing;Organismal Systems,SERPINE1,-4.28231508534564,0.0,0.0
51162,ko04974//Protein digestion and absorption;ko04658//Th1 and Th2 cell differentiation;ko05146//Amoebiasis;ko04320//Dorso-ventral axis formation;ko03022//Basal transcription factors;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko05200//Pathways in cancer;ko04512//ECM-receptor interaction;ko04926//Relaxin signaling pathway;ko05224//Breast cancer;ko04919//Thyroid hormone signaling pathway;ko04510//Focal adhesion;ko05168//Herpes simplex infection;ko04330//Notch signaling pathway;ko05016//Huntington's disease;ko04611//Platelet activation;ko05206//MicroRNAs in cancer;ko04151//PI3K-Akt signaling pathway;ko05020//Prion diseases;ko01522//Endocrine resistance;ko05165//Human papillomavirus infection,Development;Immune system;Endocrine and metabolic diseases;Digestive system;Cellular community - eukaryotes;Infectious diseases: Parasitic;Drug resistance: Antineoplastic;Signal transduction;Cancers: Specific types;Cancers: Overview;Transcription;Signaling molecules and interaction;Infectious diseases: Viral;Neurodegenerative diseases;Endocrine system,Genetic Information Processing;Human Diseases;Cellular Processes;Organismal Systems;Environmental Information Processing,EGFL7,-2.63367792384195,0.0,0.0
51466,ko04810//Regulation of actin cytoskeleton;ko04510//Focal adhesion;ko04666//Fc gamma R-mediated phagocytosis;ko04611//Platelet activation;ko04670//Leukocyte transendothelial migration;ko04530//Tight junction;ko04015//Rap1 signaling pathway;ko04360//Axon guidance;ko04022//cGMP-PKG signaling pathway,Signal transduction;Cell motility;Cellular community - eukaryotes;Development;Immune system,Cellular Processes;Environmental Information Processing;Organismal Systems,EVL,-2.9820179818227297,0.0,0.0
5156,ko05230//Central carbon metabolism in cancer;ko04151//PI3K-Akt signaling pathway;ko05206//MicroRNAs in cancer;ko05200//Pathways in cancer;ko04020//Calcium signaling pathway;ko05214//Glioma;ko04540//Gap junction;ko05218//Melanoma;ko04072//Phospholipase D signaling pathway;ko04144//Endocytosis;ko04630//Jak-STAT signaling pathway;ko04010//MAPK signaling pathway;ko04014//Ras signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko04015//Rap1 signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance;ko05215//Prostate cancer;ko04510//Focal adhesion;ko05166//HTLV-I infection;ko04810//Regulation of actin cytoskeleton;ko05231//Choline metabolism in cancer,Cancers: Specific types;Cellular community - eukaryotes;Cell motility;Signaling molecules and interaction;Infectious diseases: Viral;Cancers: Overview;Drug resistance: Antineoplastic;Signal transduction;Transport and catabolism,Cellular Processes;Environmental Information Processing;Human Diseases,PDGFRA,-3.93592321747219,0.0,0.0
5157,ko04510//Focal adhesion;ko04370//VEGF signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko04015//Rap1 signaling pathway;ko05205//Proteoglycans in cancer;ko01521//EGFR tyrosine kinase inhibitor resistance;ko04151//PI3K-Akt signaling pathway;ko04010//MAPK signaling pathway;ko04014//Ras signaling pathway;ko05418//Fluid shear stress and atherosclerosis,Cellular community - eukaryotes;Signal transduction;Cancers: Overview;Cardiovascular diseases;Signaling molecules and interaction;Drug resistance: Antineoplastic,Human Diseases;Environmental Information Processing;Cellular Processes,PDGFRL,-4.673514083910111,0.0,0.0
5217,ko05131//Shigellosis;ko05132//Salmonella infection;ko04810//Regulation of actin cytoskeleton;ko04013//MAPK signaling pathway - fly;ko04015//Rap1 signaling pathway,Cell motility;Signal transduction;Infectious diseases: Bacterial,Human Diseases;Cellular Processes;Environmental Information Processing,PFN2,2.32636127438915,0.0,0.0
5228,ko04015//Rap1 signaling pathway;ko04014//Ras signaling pathway;ko04151//PI3K-Akt signaling pathway;ko04010//MAPK signaling pathway;ko05200//Pathways in cancer;ko04510//Focal adhesion,Cancers: Overview;Cellular community - eukaryotes;Signal transduction,Cellular Processes;Human Diseases;Environmental Information Processing,PGF,-2.88428118012693,9.056791902601245e-269,1.0408423216653195e-268
5291,ko04012//ErbB signaling pathway;ko04630//Jak-STAT signaling pathway;ko04140//Autophagy - animal;ko04370//VEGF signaling pathway;ko04668//TNF signaling pathway;ko05231//Choline metabolism in cancer;ko05165//Human papillomavirus infection;ko04915//Estrogen signaling pathway;ko05218//Melanoma;ko04725//Cholinergic synapse;ko04750//Inflammatory mediator regulation of TRP channels;ko05161//Hepatitis B;ko04510//Focal adhesion;ko05418//Fluid shear stress and atherosclerosis;ko04910//Insulin signaling pathway;ko00562//Inositol phosphate metabolism;ko05223//Non-small cell lung cancer;ko05213//Endometrial cancer;ko05225//Hepatocellular carcinoma;ko04919//Thyroid hormone signaling pathway;ko04070//Phosphatidylinositol signaling system;ko04620//Toll-like receptor signaling pathway;ko04024//cAMP signaling pathway;ko04930//Type II diabetes mellitus;ko04218//Cellular senescence;ko05166//HTLV-I infection;ko04670//Leukocyte transendothelial migration;ko04014//Ras signaling pathway;ko04213//Longevity regulating pathway - multiple species;ko04914//Progesterone-mediated oocyte maturation;ko04150//mTOR signaling pathway;ko05146//Amoebiasis;ko05160//Hepatitis C;ko05215//Prostate cancer;ko04072//Phospholipase D signaling pathway;ko04015//Rap1 signaling pathway;ko04650//Natural killer cell mediated cytotoxicity;ko04211//Longevity regulating pathway;ko04212//Longevity regulating pathway - worm;ko04960//Aldosterone-regulated sodium reabsorption;ko05164//Influenza A;ko04380//Osteoclast differentiation;ko01522//Endocrine resistance;ko05214//Glioma;ko05226//Gastric cancer;ko04151//PI3K-Akt signaling pathway;ko05222//Small cell lung cancer;ko04923//Regulation of lipolysis in adipocytes;ko05169//Epstein-Barr virus infection;ko04360//Axon guidance;ko05220//Chronic myeloid leukemia;ko01524//Platinum drug resistance;ko05142//Chagas disease (American trypanosomiasis);ko05230//Central carbon metabolism in cancer;ko04071//Sphingolipid signaling pathway;ko05200//Pathways in cancer;ko04810//Regulation of actin cytoskeleton;ko05203//Viral carcinogenesis;ko04973//Carbohydrate digestion and absorption;ko04722//Neurotrophin signaling pathway;ko04066//HIF-1 signaling pathway;ko04152//AMPK signaling pathway;ko05205//Proteoglycans in cancer;ko04550//Signaling pathways regulating pluripotency of stem cells;ko04662//B cell receptor signaling pathway;ko04660//T cell receptor signaling pathway;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko01521//EGFR tyrosine kinase inhibitor resistance;ko04926//Relaxin signaling pathway;ko04210//Apoptosis;ko04068//FoxO signaling pathway;ko05211//Renal cell carcinoma;ko05221//Acute myeloid leukemia;ko04932//Non-alcoholic fatty liver disease (NAFLD);ko05210//Colorectal cancer;ko04062//Chemokine signaling pathway;ko04917//Prolactin signaling pathway;ko04931//Insulin resistance;ko05224//Breast cancer;ko05212//Pancreatic cancer;ko04611//Platelet activation;ko04664//Fc epsilon RI signaling pathway;ko04666//Fc gamma R-mediated phagocytosis;ko05162//Measles;ko05100//Bacterial invasion of epithelial cells;ko04933//AGE-RAGE signaling pathway in diabetic complications,Drug resistance: Antineoplastic;Immune system;Nervous system;Digestive system;Transport and catabolism;Cardiovascular diseases;Infectious diseases: Viral;Cell growth and death;Aging;Infectious diseases: Parasitic;Signal transduction;Carbohydrate metabolism;Cellular community - eukaryotes;Infectious diseases: Bacterial;Excretory system;Cell motility;Cancers: Overview;Endocrine system;Sensory system;Development;Endocrine and metabolic diseases;Cancers: Specific types,Metabolism;Organismal Systems;Cellular Processes;Environmental Information Processing;Human Diseases,PIK3CB,2.08353841412392,0.0,0.0
5295,ko04722//Neurotrophin signaling pathway;ko05218//Melanoma;ko04664//Fc epsilon RI signaling pathway;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04919//Thyroid hormone signaling pathway;ko05160//Hepatitis C;ko04611//Platelet activation;ko04630//Jak-STAT signaling pathway;ko05226//Gastric cancer;ko05231//Choline metabolism in cancer;ko04550//Signaling pathways regulating pluripotency of stem cells;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04213//Longevity regulating pathway - multiple species;ko05100//Bacterial invasion of epithelial cells;ko04140//Autophagy - animal;ko04510//Focal adhesion;ko04211//Longevity regulating pathway;ko04660//T cell receptor signaling pathway;ko04666//Fc gamma R-mediated phagocytosis;ko05142//Chagas disease (American trypanosomiasis);ko04932//Non-alcoholic fatty liver disease (NAFLD);ko04960//Aldosterone-regulated sodium reabsorption;ko04650//Natural killer cell mediated cytotoxicity;ko04062//Chemokine signaling pathway;ko05221//Acute myeloid leukemia;ko04662//B cell receptor signaling pathway;ko05166//HTLV-I infection;ko05224//Breast cancer;ko04151//PI3K-Akt signaling pathway;ko04072//Phospholipase D signaling pathway;ko04370//VEGF signaling pathway;ko04725//Cholinergic synapse;ko04070//Phosphatidylinositol signaling system;ko04015//Rap1 signaling pathway;ko01524//Platinum drug resistance;ko01522//Endocrine resistance;ko05210//Colorectal cancer;ko04915//Estrogen signaling pathway;ko04670//Leukocyte transendothelial migration;ko05164//Influenza A;ko04810//Regulation of actin cytoskeleton;ko05162//Measles;ko05222//Small cell lung cancer;ko05205//Proteoglycans in cancer;ko04012//ErbB signaling pathway;ko04750//Inflammatory mediator regulation of TRP channels;ko04931//Insulin resistance;ko05418//Fluid shear stress and atherosclerosis;ko04218//Cellular senescence;ko04923//Regulation of lipolysis in adipocytes;ko05200//Pathways in cancer;ko05169//Epstein-Barr virus infection;ko04910//Insulin signaling pathway;ko05215//Prostate cancer;ko04973//Carbohydrate digestion and absorption;ko04210//Apoptosis;ko04360//Axon guidance;ko05146//Amoebiasis;ko04380//Osteoclast differentiation;ko05213//Endometrial cancer;ko05220//Chronic myeloid leukemia;ko05203//Viral carcinogenesis;ko04071//Sphingolipid signaling pathway;ko04926//Relaxin signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance;ko04014//Ras signaling pathway;ko04930//Type II diabetes mellitus;ko05223//Non-small cell lung cancer;ko05212//Pancreatic cancer;ko04668//TNF signaling pathway;ko05211//Renal cell carcinoma;ko04152//AMPK signaling pathway;ko04917//Prolactin signaling pathway;ko04068//FoxO signaling pathway;ko04620//Toll-like receptor signaling pathway;ko04066//HIF-1 signaling pathway;ko05161//Hepatitis B;ko05230//Central carbon metabolism in cancer;ko05165//Human papillomavirus infection;ko04024//cAMP signaling pathway;ko05225//Hepatocellular carcinoma;ko04150//mTOR signaling pathway;ko05214//Glioma;ko04914//Progesterone-mediated oocyte maturation,Infectious diseases: Viral;Cancers: Overview;Endocrine and metabolic diseases;Digestive system;Cellular community - eukaryotes;Infectious diseases: Bacterial;Cancers: Specific types;Nervous system;Cell motility;Cardiovascular diseases;Signal transduction;Infectious diseases: Parasitic;Excretory system;Drug resistance: Antineoplastic;Cell growth and death;Aging;Sensory system;Endocrine system;Transport and catabolism;Development;Immune system,Organismal Systems;Environmental Information Processing;Human Diseases;Cellular Processes,PIK3R1,2.26578175426629,0.0,0.0
5327,ko04371//Apelin signaling pathway;ko04610//Complement and coagulation cascades;ko05215//Prostate cancer;ko05202//Transcriptional misregulation in cancer;ko05418//Fluid shear stress and atherosclerosis,Cancers: Specific types;Cancers: Overview;Signal transduction;Immune system;Cardiovascular diseases,Environmental Information Processing;Organismal Systems;Human Diseases,PLAT,-2.26048695040036,0.0,0.0
5328,ko05205//Proteoglycans in cancer;ko04610//Complement and coagulation cascades;ko04064//NF-kappa B signaling pathway;ko05206//MicroRNAs in cancer;ko05215//Prostate cancer;ko05202//Transcriptional misregulation in cancer,Immune system;Cancers: Specific types;Cancers: Overview;Signal transduction,Environmental Information Processing;Human Diseases;Organismal Systems,PLAU,-3.1183343375972403,0.0,0.0
5348,ko04024//cAMP signaling pathway,Signal transduction,Environmental Information Processing,FXYD1,-4.17295746921791,2.1718864390710882e-237,2.734689675183219e-237
5350,ko04024//cAMP signaling pathway;ko04020//Calcium signaling pathway;ko04261//Adrenergic signaling in cardiomyocytes;ko04919//Thyroid hormone signaling pathway;ko05414//Dilated cardiomyopathy (DCM);ko04022//cGMP-PKG signaling pathway,Cardiovascular diseases;Circulatory system;Signal transduction;Endocrine system,Environmental Information Processing;Human Diseases;Organismal Systems,PLN,-2.30424579191358,7.726781777564365e-228,9.990905338595755e-228
54331,ko05034//Alcoholism;ko04062//Chemokine signaling pathway;ko05200//Pathways in cancer;ko04151//PI3K-Akt signaling pathway;ko04728//Dopaminergic synapse;ko04723//Retrograde endocannabinoid signaling;ko04014//Ras signaling pathway;ko04926//Relaxin signaling pathway;ko04371//Apelin signaling pathway;ko04727//GABAergic synapse;ko04724//Glutamatergic synapse;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko05032//Morphine addiction;ko04725//Cholinergic synapse;ko04726//Serotonergic synapse;ko04713//Circadian entrainment,Substance dependence;Cancers: Overview;Nervous system;Immune system;Signal transduction;Infectious diseases: Viral;Environmental adaptation;Endocrine system,Human Diseases;Environmental Information Processing;Organismal Systems,GNG2,-2.79202645291737,0.0,0.0
55540,ko04657//IL-17 signaling pathway;ko04060//Cytokine-cytokine receptor interaction,Signaling molecules and interaction;Immune system,Organismal Systems;Environmental Information Processing,IL17RB,2.41589777208092,2.338158190237509e-168,3.780915945058289e-168
5567,ko05169//Epstein-Barr virus infection;ko04310//Wnt signaling pathway;ko04213//Longevity regulating pathway - multiple species;ko04024//cAMP signaling pathway;ko05110//Vibrio cholerae infection;ko05030//Cocaine addiction;ko04971//Gastric acid secretion;ko05414//Dilated cardiomyopathy (DCM);ko04340//Hedgehog signaling pathway;ko04740//Olfactory transduction;ko04114//Oocyte meiosis;ko05032//Morphine addiction;ko05205//Proteoglycans in cancer;ko04261//Adrenergic signaling in cardiomyocytes;ko04014//Ras signaling pathway;ko04726//Serotonergic synapse;ko04922//Glucagon signaling pathway;ko04270//Vascular smooth muscle contraction;ko04728//Dopaminergic synapse;ko05166//HTLV-I infection;ko04727//GABAergic synapse;ko04924//Renin secretion;ko04540//Gap junction;ko04020//Calcium signaling pathway;ko04926//Relaxin signaling pathway;ko04961//Endocrine and other factor-regulated calcium reabsorption;ko04720//Long-term potentiation;ko05012//Parkinson's disease;ko04919//Thyroid hormone signaling pathway;ko01522//Endocrine resistance;ko04911//Insulin secretion;ko05165//Human papillomavirus infection;ko04925//Aldosterone synthesis and secretion;ko04211//Longevity regulating pathway;ko04962//Vasopressin-regulated water reabsorption;ko04970//Salivary secretion;ko04713//Circadian entrainment;ko04725//Cholinergic synapse;ko05200//Pathways in cancer;ko04918//Thyroid hormone synthesis;ko04916//Melanogenesis;ko04913//Ovarian steroidogenesis;ko04723//Retrograde endocannabinoid signaling;ko04742//Taste transduction;ko04750//Inflammatory mediator regulation of TRP channels;ko04611//Platelet activation;ko05031//Amphetamine addiction;ko04062//Chemokine signaling pathway;ko04910//Insulin signaling pathway;ko04371//Apelin signaling pathway;ko05203//Viral carcinogenesis;ko04140//Autophagy - animal;ko04923//Regulation of lipolysis in adipocytes;ko04010//MAPK signaling pathway;ko05020//Prion diseases;ko04915//Estrogen signaling pathway;ko04921//Oxytocin signaling pathway;ko04914//Progesterone-mediated oocyte maturation;ko05146//Amoebiasis;ko04530//Tight junction;ko04912//GnRH signaling pathway;ko04341//Hedgehog signaling pathway - fly;ko04724//Glutamatergic synapse;ko04976//Bile secretion,Excretory system;Substance dependence;Environmental adaptation;Drug resistance: Antineoplastic;Endocrine system;Infectious diseases: Parasitic;Nervous system;Sensory system;Cellular community - eukaryotes;Cancers: Overview;Transport and catabolism;Cell growth and death;Signal transduction;Infectious diseases: Viral;Aging;Immune system;Cardiovascular diseases;Infectious diseases: Bacterial;Neurodegenerative diseases;Digestive system;Circulatory system,Cellular Processes;Environmental Information Processing;Organismal Systems;Human Diseases,PRKACB,2.7683903468603503,0.0,0.0
55679,ko04390//Hippo signaling pathway;ko04810//Regulation of actin cytoskeleton;ko04670//Leukocyte transendothelial migration;ko04370//VEGF signaling pathway;ko04510//Focal adhesion;ko05165//Human papillomavirus infection;ko05205//Proteoglycans in cancer;ko04062//Chemokine signaling pathway;ko05100//Bacterial invasion of epithelial cells;ko04360//Axon guidance;ko04392//Hippo signaling pathway - multiple species;ko04391//Hippo signaling pathway - fly;ko05203//Viral carcinogenesis,Cellular community - eukaryotes;Development;Cell motility;Infectious diseases: Viral;Infectious diseases: Bacterial;Signal transduction;Cancers: Overview;Immune system,Human Diseases;Organismal Systems;Cellular Processes;Environmental Information Processing,LIMS2,-2.52355480072591,0.0,0.0
5580,ko04062//Chemokine signaling pathway;ko04750//Inflammatory mediator regulation of TRP channels;ko04270//Vascular smooth muscle contraction;ko04915//Estrogen signaling pathway;ko04140//Autophagy - animal;ko04930//Type II diabetes mellitus;ko04722//Neurotrophin signaling pathway;ko04621//NOD-like receptor signaling pathway;ko04912//GnRH signaling pathway;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04666//Fc gamma R-mediated phagocytosis;ko04931//Insulin resistance,Endocrine system;Nervous system;Endocrine and metabolic diseases;Transport and catabolism;Sensory system;Immune system;Circulatory system,Human Diseases;Cellular Processes;Organismal Systems,PRKCD,-2.32485377151291,1.1544227116051798e-104,2.5135133158943394e-104
5595,ko05219//Bladder cancer;ko04659//Th17 cell differentiation;ko04910//Insulin signaling pathway;ko04930//Type II diabetes mellitus;ko04960//Aldosterone-regulated sodium reabsorption;ko05210//Colorectal cancer;ko04151//PI3K-Akt signaling pathway;ko04912//GnRH signaling pathway;ko04540//Gap junction;ko04621//NOD-like receptor signaling pathway;ko04730//Long-term depression;ko04371//Apelin signaling pathway;ko05034//Alcoholism;ko05224//Breast cancer;ko05164//Influenza A;ko04915//Estrogen signaling pathway;ko04270//Vascular smooth muscle contraction;ko04380//Osteoclast differentiation;ko04214//Apoptosis - fly;ko04724//Glutamatergic synapse;ko04114//Oocyte meiosis;ko04723//Retrograde endocannabinoid signaling;ko04024//cAMP signaling pathway;ko04520//Adherens junction;ko05231//Choline metabolism in cancer;ko04919//Thyroid hormone signaling pathway;ko05226//Gastric cancer;ko04917//Prolactin signaling pathway;ko05010//Alzheimer's disease;ko04668//TNF signaling pathway;ko05161//Hepatitis B;ko04620//Toll-like receptor signaling pathway;ko04657//IL-17 signaling pathway;ko04140//Autophagy - animal;ko04722//Neurotrophin signaling pathway;ko05212//Pancreatic cancer;ko04014//Ras signaling pathway;ko04062//Chemokine signaling pathway;ko04068//FoxO signaling pathway;ko05225//Hepatocellular carcinoma;ko05133//Pertussis;ko05152//Tuberculosis;ko04066//HIF-1 signaling pathway;ko04261//Adrenergic signaling in cardiomyocytes;ko05160//Hepatitis C;ko05131//Shigellosis;ko04720//Long-term potentiation;ko04660//T cell receptor signaling pathway;ko04010//MAPK signaling pathway;ko04550//Signaling pathways regulating pluripotency of stem cells;ko04725//Cholinergic synapse;ko05215//Prostate cancer;ko05140//Leishmaniasis;ko05223//Non-small cell lung cancer;ko05200//Pathways in cancer;ko04650//Natural killer cell mediated cytotoxicity;ko04914//Progesterone-mediated oocyte maturation;ko04012//ErbB signaling pathway;ko04218//Cellular senescence;ko05145//Toxoplasmosis;ko01522//Endocrine resistance;ko04726//Serotonergic synapse;ko04350//TGF-beta signaling pathway;ko04713//Circadian entrainment;ko04611//Platelet activation;ko04022//cGMP-PKG signaling pathway;ko04662//B cell receptor signaling pathway;ko05220//Chronic myeloid leukemia;ko04360//Axon guidance;ko04810//Regulation of actin cytoskeleton;ko04666//Fc gamma R-mediated phagocytosis;ko04510//Focal adhesion;ko04320//Dorso-ventral axis formation;ko05216//Thyroid cancer;ko05230//Central carbon metabolism in cancer;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko05020//Prion diseases;ko04015//Rap1 signaling pathway;ko04658//Th1 and Th2 cell differentiation;ko05211//Renal cell carcinoma;ko04210//Apoptosis;ko05205//Proteoglycans in cancer;ko05218//Melanoma;ko01524//Platinum drug resistance;ko04013//MAPK signaling pathway - fly;ko05132//Salmonella infection;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04921//Oxytocin signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance;ko04916//Melanogenesis;ko04370//VEGF signaling pathway;ko05213//Endometrial cancer;ko04071//Sphingolipid signaling pathway;ko04150//mTOR signaling pathway;ko04072//Phospholipase D signaling pathway;ko04926//Relaxin signaling pathway;ko05142//Chagas disease (American trypanosomiasis);ko05214//Glioma;ko05165//Human papillomavirus infection;ko04664//Fc epsilon RI signaling pathway;ko05221//Acute myeloid leukemia;ko05203//Viral carcinogenesis,Endocrine and metabolic diseases;Drug resistance: Antineoplastic;Substance dependence;Endocrine system;Immune system;Cancers: Specific types;Transport and catabolism;Development;Nervous system;Infectious diseases: Bacterial;Cell growth and death;Neurodegenerative diseases;Environmental adaptation;Cellular community - eukaryotes;Infectious diseases: Viral;Cell motility;Signal transduction;Circulatory system;Cancers: Overview;Excretory system;Infectious diseases: Parasitic,Human Diseases;Cellular Processes;Organismal Systems;Environmental Information Processing,MAPK3,-3.13241224842671,0.0,0.0
563,ko05169//Epstein-Barr virus infection;ko04145//Phagosome;ko05330//Allograft rejection;ko05332//Graft-versus-host disease;ko04144//Endocytosis;ko05166//HTLV-I infection;ko05165//Human papillomavirus infection;ko05416//Viral myocarditis;ko04218//Cellular senescence;ko04514//Cell adhesion molecules (CAMs);ko05203//Viral carcinogenesis;ko05320//Autoimmune thyroid disease;ko04612//Antigen processing and presentation;ko04940//Type I diabetes mellitus;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko05168//Herpes simplex infection,Signaling molecules and interaction;Cardiovascular diseases;Transport and catabolism;Cancers: Overview;Infectious diseases: Viral;Endocrine and metabolic diseases;Immune diseases;Immune system;Cell growth and death,Environmental Information Processing;Human Diseases;Organismal Systems;Cellular Processes,AZGP1,7.62300801627923,0.0,0.0
56477,ko04672//Intestinal immune network for IgA production;ko04062//Chemokine signaling pathway;ko04060//Cytokine-cytokine receptor interaction,Immune system;Signaling molecules and interaction,Environmental Information Processing;Organismal Systems,CCL28,4.6797643530662105,0.0,0.0
57007,ko04060//Cytokine-cytokine receptor interaction,Signaling molecules and interaction,Environmental Information Processing,ACKR3,-3.6434898479649704,0.0,0.0
57480,ko04530//Tight junction;ko04810//Regulation of actin cytoskeleton;ko04024//cAMP signaling pathway;ko04014//Ras signaling pathway;ko04062//Chemokine signaling pathway;ko04015//Rap1 signaling pathway;ko05205//Proteoglycans in cancer,Immune system;Cell motility;Signal transduction;Cellular community - eukaryotes;Cancers: Overview,Human Diseases;Organismal Systems;Cellular Processes;Environmental Information Processing,PLEKHG1,-2.9169132862583704,0.0,0.0
57863,ko04514//Cell adhesion molecules (CAMs);ko05144//Malaria,Signaling molecules and interaction;Infectious diseases: Parasitic,Environmental Information Processing;Human Diseases,CADM3,-2.71503221456825,8.771905541111585e-226,1.1445877219788194e-225
5788,ko04666//Fc gamma R-mediated phagocytosis;ko05340//Primary immunodeficiency;ko04514//Cell adhesion molecules (CAMs);ko04660//T cell receptor signaling pathway,Immune diseases;Signaling molecules and interaction;Immune system,Human Diseases;Organismal Systems;Environmental Information Processing,PTPRC,-2.4277279122540096,0.0,0.0
5792,ko04910//Insulin signaling pathway;ko04520//Adherens junction;ko04931//Insulin resistance;ko04514//Cell adhesion molecules (CAMs),Endocrine system;Cellular community - eukaryotes;Signaling molecules and interaction;Endocrine and metabolic diseases,Human Diseases;Cellular Processes;Organismal Systems;Environmental Information Processing,PTPRF,2.7685777164197005,0.0,0.0
58494,ko04530//Tight junction;ko04670//Leukocyte transendothelial migration;ko04514//Cell adhesion molecules (CAMs);ko05120//Epithelial cell signaling in Helicobacter pylori infection,Infectious diseases: Bacterial;Immune system;Cellular community - eukaryotes;Signaling molecules and interaction,Environmental Information Processing;Organismal Systems;Cellular Processes;Human Diseases,JAM2,-2.09929924844056,0.0,0.0
5880,ko04810//Regulation of actin cytoskeleton;ko05231//Choline metabolism in cancer;ko04664//Fc epsilon RI signaling pathway;ko04670//Leukocyte transendothelial migration;ko04370//VEGF signaling pathway;ko04520//Adherens junction;ko04015//Rap1 signaling pathway;ko04360//Axon guidance;ko05200//Pathways in cancer;ko05418//Fluid shear stress and atherosclerosis;ko05210//Colorectal cancer;ko04062//Chemokine signaling pathway;ko04310//Wnt signaling pathway;ko04014//Ras signaling pathway;ko04071//Sphingolipid signaling pathway;ko04510//Focal adhesion;ko04010//MAPK signaling pathway;ko04024//cAMP signaling pathway;ko05212//Pancreatic cancer;ko05416//Viral myocarditis;ko04666//Fc gamma R-mediated phagocytosis;ko04662//B cell receptor signaling pathway;ko04650//Natural killer cell mediated cytotoxicity,Cellular community - eukaryotes;Immune system;Cancers: Overview;Development;Signal transduction;Cell motility;Cancers: Specific types;Cardiovascular diseases,Environmental Information Processing;Human Diseases;Cellular Processes;Organismal Systems,RAC2,-3.63620977369911,0.0,0.0
6237,ko04137//Mitophagy - animal;ko04371//Apelin signaling pathway;ko05205//Proteoglycans in cancer;ko05166//HTLV-I infection;ko04140//Autophagy - animal;ko04010//MAPK signaling pathway;ko04218//Cellular senescence;ko04360//Axon guidance;ko04015//Rap1 signaling pathway;ko04024//cAMP signaling pathway;ko04072//Phospholipase D signaling pathway;ko04810//Regulation of actin cytoskeleton;ko04014//Ras signaling pathway,Transport and catabolism;Infectious diseases: Viral;Signal transduction;Cancers: Overview;Cell growth and death;Development;Cell motility,Cellular Processes;Human Diseases;Environmental Information Processing;Organismal Systems,RRAS,-2.8765867883369305,5.284449084984348e-172,8.417671682968037e-172
624,ko05200//Pathways in cancer;ko04080//Neuroactive ligand-receptor interaction;ko04750//Inflammatory mediator regulation of TRP channels;ko04022//cGMP-PKG signaling pathway;ko04071//Sphingolipid signaling pathway;ko05222//Small cell lung cancer;ko04610//Complement and coagulation cascades;ko04020//Calcium signaling pathway;ko05142//Chagas disease (American trypanosomiasis);ko04961//Endocrine and other factor-regulated calcium reabsorption;ko04810//Regulation of actin cytoskeleton,Immune system;Infectious diseases: Parasitic;Cell motility;Cancers: Overview;Signaling molecules and interaction;Sensory system;Cancers: Specific types;Excretory system;Signal transduction,Organismal Systems;Cellular Processes;Environmental Information Processing;Human Diseases,BDKRB2,-3.07542672950037,0.0,0.0
629,ko04610//Complement and coagulation cascades;ko05150//Staphylococcus aureus infection,Infectious diseases: Bacterial;Immune system,Human Diseases;Organismal Systems,CFB,-3.0524173468194298,0.0,0.0
6347,ko04621//NOD-like receptor signaling pathway;ko05323//Rheumatoid arthritis;ko05144//Malaria;ko04060//Cytokine-cytokine receptor interaction;ko05418//Fluid shear stress and atherosclerosis;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04668//TNF signaling pathway;ko05164//Influenza A;ko04062//Chemokine signaling pathway;ko05168//Herpes simplex infection;ko04657//IL-17 signaling pathway;ko05142//Chagas disease (American trypanosomiasis),Infectious diseases: Viral;Endocrine and metabolic diseases;Cardiovascular diseases;Signal transduction;Immune system;Immune diseases;Signaling molecules and interaction;Infectious diseases: Parasitic,Human Diseases;Organismal Systems;Environmental Information Processing,CCL2,-3.7631975807052402,0.0,0.0
