Gene ID,Pathway Name,Level 2,Level 1,Other Gene ID
6583,ko05231//Choline metabolism in cancer,Cancers: Overview,Human Diseases,SLC22A4
6653,ko05144//Malaria;ko05010//Alzheimer's disease;ko04340//Hedgehog signaling pathway;ko04918//Thyroid hormone synthesis;ko04979//Cholesterol metabolism,Signal transduction;Endocrine system;Infectious diseases: Parasitic;Digestive system;Neurodegenerative diseases,Organismal Systems;Human Diseases;Environmental Information Processing,SORL1
6720,ko04152//AMPK signaling pathway;ko04932//Non-alcoholic fatty liver disease (NAFLD);ko04931//Insulin resistance;ko04910//Insulin signaling pathway,Signal transduction;Endocrine and metabolic diseases;Endocrine system,Human Diseases;Organismal Systems;Environmental Information Processing,SREBF1
79135,ko04217//Necroptosis;ko00591//Linoleic acid metabolism;ko01100//Metabolic pathways;ko04726//Serotonergic synapse;ko04216//Ferroptosis;ko00590//Arachidonic acid metabolism,Global and overview maps;Nervous system;Lipid metabolism;Cell growth and death,Cellular Processes;Organismal Systems;Metabolism,APOO
79144,ko05020//Prion diseases;ko04330//Notch signaling pathway;ko05200//Pathways in cancer;ko05165//Human papillomavirus infection;ko04658//Th1 and Th2 cell differentiation;ko04919//Thyroid hormone signaling pathway;ko05224//Breast cancer;ko01522//Endocrine resistance;ko05206//MicroRNAs in cancer;ko04320//Dorso-ventral axis formation;ko04970//Salivary secretion,Infectious diseases: Viral;Digestive system;Neurodegenerative diseases;Cancers: Overview;Drug resistance: Antineoplastic;Development;Signal transduction;Endocrine system;Cancers: Specific types;Immune system,Organismal Systems;Human Diseases;Environmental Information Processing,PPDPF
8395,ko01100//Metabolic pathways;ko04070//Phosphatidylinositol signaling system;ko00562//Inositol phosphate metabolism;ko05231//Choline metabolism in cancer;ko04144//Endocytosis;ko04810//Regulation of actin cytoskeleton;ko04072//Phospholipase D signaling pathway;ko04666//Fc gamma R-mediated phagocytosis,Transport and catabolism;Cell motility;Carbohydrate metabolism;Immune system;Global and overview maps;Signal transduction;Cancers: Overview,Environmental Information Processing;Metabolism;Human Diseases;Cellular Processes;Organismal Systems,PIP5K1B
84612,ko04360//Axon guidance;ko05165//Human papillomavirus infection;ko04530//Tight junction;ko04015//Rap1 signaling pathway;ko04144//Endocytosis;ko04390//Hippo signaling pathway;ko04391//Hippo signaling pathway - fly,Infectious diseases: Viral;Cellular community - eukaryotes;Transport and catabolism;Signal transduction;Development,Environmental Information Processing;Human Diseases;Organismal Systems;Cellular Processes,PARD6B
84952,ko04530//Tight junction,Cellular community - eukaryotes,Cellular Processes,CGNL1
8612,ko00600//Sphingolipid metabolism;ko00561//Glycerolipid metabolism;ko01100//Metabolic pathways;ko00565//Ether lipid metabolism;ko05231//Choline metabolism in cancer;ko04072//Phospholipase D signaling pathway;ko00564//Glycerophospholipid metabolism;ko04666//Fc gamma R-mediated phagocytosis;ko04975//Fat digestion and absorption,Digestive system;Immune system;Lipid metabolism;Signal transduction;Global and overview maps;Cancers: Overview,Metabolism;Organismal Systems;Environmental Information Processing;Human Diseases,PLPP2
9071,ko04514//Cell adhesion molecules (CAMs);ko04530//Tight junction;ko05160//Hepatitis C;ko04670//Leukocyte transendothelial migration,Signaling molecules and interaction;Immune system;Cellular community - eukaryotes;Infectious diseases: Viral,Human Diseases;Environmental Information Processing;Cellular Processes;Organismal Systems,CLDN10
9073,ko04514//Cell adhesion molecules (CAMs);ko04670//Leukocyte transendothelial migration;ko04530//Tight junction;ko05160//Hepatitis C,Immune system;Infectious diseases: Viral;Signaling molecules and interaction;Cellular community - eukaryotes,Cellular Processes;Human Diseases;Environmental Information Processing;Organismal Systems,CLDN8
9368,ko05165//Human papillomavirus infection;ko04530//Tight junction,Infectious diseases: Viral;Cellular community - eukaryotes,Cellular Processes;Human Diseases,SLC9A3R1
999,ko05130//Pathogenic Escherichia coli infection;ko05100//Bacterial invasion of epithelial cells;ko05226//Gastric cancer;ko04371//Apelin signaling pathway;ko04514//Cell adhesion molecules (CAMs);ko05219//Bladder cancer;ko04390//Hippo signaling pathway;ko04520//Adherens junction;ko04015//Rap1 signaling pathway;ko05200//Pathways in cancer;ko05216//Thyroid cancer;ko05218//Melanoma;ko05213//Endometrial cancer,Signal transduction;Cancers: Overview;Cancers: Specific types;Infectious diseases: Bacterial;Cellular community - eukaryotes;Signaling molecules and interaction,Environmental Information Processing;Cellular Processes;Human Diseases,CDH1
