GeneID	FK.FPKM	HN.FPKM	log2.HN.FK.	Qvalue.FK.vs.HN.	Pvalue.FK.vs.HN.	Other.Gene.ID	Transcripts	Gene.Type	Transcripts.Number	FK2.FPKM	FK4.FPKM	FK5.FPKM	HN1.FPKM	HN2.FPKM	HN3.FPKM	HN4.FPKM	HN5.FPKM
23213	24.593	3.086	-3.09242550379973	0	0	SULF1	NM_001128204.1,XM_006716440.3,XM_006716438.2,XM_006716441.1,BGI_novel_T038198,XM_017013250.1,NM_001128205.1,BGI_novel_T038197,XM_011517494.1,XM_006716442.1,NM_001128206.1,XM_006716439.2,XM_011517495.1,NM_015170.2	Known_gene	14	29.61	9.35	34.82	1.27	5.52	7.01	1.6	0.03
2323	19.126	1.554	-3.70325518545137	1.98218835246529e-213	2.70551762777002e-213	FLT3LG	BGI_novel_T020388,NM_001204502.1,XM_017026534.1,BGI_novel_T020389,XM_011526682.2,XM_011526677.2,XM_017026532.1,XM_011526676.2,XM_005258683.4,XM_017026535.1,XM_006723116.3,XM_011526675.2,NM_001459.3,XM_005258680.4,BGI_novel_T020390,XM_011526680.2,XM_017026533.1,NM_001204503.1,NM_001278638.1,XM_005258681.4,XM_011526678.2,BGI_novel_T020392,BGI_novel_T020391,XM_005258682.4,NM_001278637.1	Known_gene	25	18.62	7.13	31.63	1.3	3.11	0.46	2.9	0
23345	24.866	2.902	-2.31056869645939	0	0	SYNE1	BGI_novel_T034729,XM_006715410.2,XM_006715423.2,NM_182961.3,XM_017010612.1,XM_006715422.1,XM_017010613.1,BGI_novel_T034716,BGI_novel_T034724,XM_006715425.2,NM_033071.3,BGI_novel_T034739,XM_006715415.2,XM_006715424.2,BGI_novel_T034738,BGI_novel_T034732,XM_011535641.2,BGI_novel_T034734,XM_017010615.1,XM_006715409.1,BGI_novel_T034718,BGI_novel_T034725,BGI_novel_T034731,XM_006715414.1,BGI_novel_T034721,BGI_novel_T034728,XM_006715417.2,XM_017010608.1,XM_017010611.1,XM_017010610.1,XM_017010609.1,BGI_novel_T034723,BGI_novel_T034735,BGI_novel_T034720,XM_017010618.1,XM_017010619.1,BGI_novel_T034722,XM_011535644.1,XM_006715420.2,BGI_novel_T034730,XM_017010616.1,XM_006715412.2,XM_011535642.2,XM_011535643.1,XM_006715416.2,BGI_novel_T034727,BGI_novel_T034719,XM_006715408.2,BGI_novel_T034736,XM_006715413.2,XM_006715407.1,XM_006715411.1,BGI_novel_T034717,XM_017010617.1,XM_011535645.2,XM_006715421.2,BGI_novel_T034733,BGI_novel_T034726,XM_017010614.1,BGI_novel_T034737	Known_gene	60	50.13	5.99	18.48	1.14	8.18	1.48	0.64	3.07
2335	55.77	8.072	-2.91451072538559	0	0	FN1	NM_054034.2,NM_212476.2,NM_212478.2,XM_005246403.1,NM_212482.2,NM_212474.2,XM_017003692.1,XM_017003693.1,XM_005246402.1,XM_005246416.1,XM_005246409.1,NM_001306131.1,XM_005246412.1,XM_005246414.1,NM_001306129.1,XM_005246408.1,XM_005246399.1,XM_017003695.1,XM_005246401.1,XM_005246410.1,XM_017003694.1,XM_005246404.1,XM_005246411.1,NM_001306132.1,XM_005246397.1,NM_001306130.1,XM_005246406.1,XM_005246407.1,NM_002026.3,XM_005246405.1,XM_005246398.1	Known_gene	31	91.94	10.96	64.41	3.74	20.33	9.99	4.06	2.24
23430	216.303	2.48	-6.64584559767289	0	0	TPSD1	NM_012217.2	Known_gene	1	117.45	16.19	515.27	0.61	7.05	3.26	0.29	1.19
23452	24.056	2.496	-3.37469266250613	0	0	ANGPTL2	XM_006717030.3,NM_012098.2	Known_gene	2	29.06	0.8	42.31	1.49	9.28	0.47	0.57	0.67
23462	13	2.938	-2.26030948449041	1.07264428168625e-223	1.41174025807294e-223	HEY1	NM_012258.3,NM_001282851.1,NM_001040708.1,BGI_novel_T038285	Known_gene	4	16.57	3.38	19.05	1.95	0.03	6.26	3.24	3.21
23498	11.843	1.498	-2.90770552563826	6.00852466877533e-159	1.00894170162539e-158	HAAO	XM_017003717.1,XM_011532729.2,XM_011532730.2,XM_005264230.3,XM_011532731.2,NM_012205.2	Known_gene	6	12.56	0	22.97	0.28	2.98	0.7	0.63	2.9
2350	96.333	19.512	-2.4452447822407	0	0	FOLR2	NM_001113535.1,NM_001113534.1,NM_001113536.1,XM_005273856.3,NM_000803.4	Known_gene	5	81.53	28.56	178.91	2.74	50.05	6.72	18.31	19.74
23500	8.603	1.318	-3.17724924190646	0	0	DAAM2	XM_006715043.2,BGI_novel_T033537,BGI_novel_T033536,XM_006715042.2,XM_006715039.3,BGI_novel_T033534,BGI_novel_T033530,NM_015345.3,XM_017010630.1,BGI_novel_T033538,NM_001201427.1,XM_006715046.3,BGI_novel_T033532,BGI_novel_T033535,BGI_novel_T033533,XM_006715045.3,XM_006715040.3	Known_gene	17	11.04	5.97	8.8	2.98	0.04	1.3	0.89	1.38
23581	51.58	8.164	-2.39988561440502	0	0	CASP14	XM_011527861.1,NM_012114.2	Known_gene	2	10.32	131.23	13.19	3.16	1.2	35.53	0.91	0.02
2359	4.296	1.058	-2.17022997790873	4.45996834014137e-84	1.10847935488396e-83	FPR3	NM_002030.4,XM_011526687.2	Known_gene	2	6.67	0	6.22	0.03	2.31	0	2.95	0
23768	6.49	1.092	-2.24605878762086	1.24241542640758e-270	1.41826298777277e-270	FLRT2	XM_017021129.1,XM_017021133.1,XM_017021131.1,XM_011536611.2,NM_013231.4,XM_017021135.1,BGI_novel_T012232,XM_005267490.3,XM_017021134.1,XM_017021132.1,XM_017021130.1	Known_gene	11	8.81	6.83	3.83	1.45	3.5	0.09	0.42	0
241	35.89	4.168	-3.00161455095941	1.71314487143307e-247	2.09813266557609e-247	ALOX5AP	NM_001629.3,XM_017020522.1,NM_001204406.1	Known_gene	3	22.93	69.44	15.3	2.83	1.53	4.85	9.28	2.35
245812	13.396	2.736	-2.33640799814099	1.46892968975062e-144	2.6174654335025e-144	CNPY4	NM_152755.1,BGI_novel_T036645	Known_gene	2	19.35	5.98	14.86	1.37	0	3.22	0.35	8.74
2533	12.09	1.85	-2.57955517531451	0	0	FYB	XM_017009316.1,NM_199335.3,XM_011514012.2,XM_011514011.2,XM_006714465.2,XM_006714464.2,BGI_novel_T031294,XM_011514010.1,NM_001465.4,NM_001243093.1,XM_011514009.1,XM_006714466.2,XM_011514008.2,BGI_novel_T031293,XM_011514013.2	Known_gene	15	8.87	13.41	13.99	0.54	5.65	1.46	1.5	0.1
2534	13.823	2.952	-2.19156249904989	1.21549921136294e-247	1.48678068341144e-247	FYN	XM_005266892.3,NM_153047.3,XM_017010652.1,BGI_novel_T034298,XM_017010650.1,XM_017010655.1,XM_005266890.3,NM_002037.5,BGI_novel_T034300,NM_153048.3,BGI_novel_T034299,BGI_novel_T034301,XM_017010651.1,XM_017010653.1,XM_017010654.1	Known_gene	15	20.21	9.35	11.91	1.74	7.5	2.32	0.66	2.54
2537	157.416	32.858	-2.18844165770119	0	0	IFI6	NM_022873.2,NM_002038.3,NM_022872.2	Known_gene	3	67.48	291.97	112.8	19.18	38.38	6.74	87.38	12.61
253827	18.543	2.992	-2.79641708161972	0	0	MSRB3	NM_001193461.1,NM_198080.3,NM_001031679.2,NM_001193460.1	Known_gene	4	24.39	4.43	26.81	0.41	4.38	5.11	4.28	0.78
254428	6.606	1.9	-2.00463590293465	0	0	SLC41A1	BGI_novel_T003770,XM_005245069.2,BGI_novel_T003769,NM_173854.5,BGI_novel_T003768	Known_gene	5	9.93	0.61	9.28	3.14	1.81	0.27	3.17	1.11
256281	31.176	7.922	-2.16036147235737	6.25629739810365e-170	1.00621227233744e-169	NUDT14	NM_001318380.1,BGI_novel_T012572,NM_177533.4	Known_gene	3	14.08	5.05	74.4	9.75	9.19	4.94	12.75	2.98
256691	26.55	1.936	-4.02737801710292	0	0	MAMDC2	BGI_novel_T039710,XM_011518475.2,XM_011518471.1,NM_153267.4,XM_017014587.1	Known_gene	5	58.35	0.36	20.94	0.66	5.32	1.7	1.59	0.41
256949	14.083	2.524	-2.70000496572169	1.25981774368149e-167	2.0481846300361e-167	KANK3	BGI_novel_T019100,XM_017026563.1,BGI_novel_T019099,NM_198471.2,XM_011527884.2,XM_006722718.3,BGI_novel_T019098	Known_gene	7	13.79	1.66	26.8	1.31	3.11	2.56	4.81	0.83
25878	7.336	1.054	-2.87986189614873	0	0	MXRA5	XM_005274485.2,NM_015419.3	Known_gene	2	15.53	1.07	5.41	0.48	3.94	0.32	0.52	0.01
25890	54.64	5.544	-3.54331575730108	0	0	ABI3BP	XM_011512649.1,XM_011512653.1,XM_006713570.2,XM_011512660.1,XM_011512639.1,XM_005247293.2,BGI_novel_T027696,XM_005247291.2,BGI_novel_T027698,XM_005247306.2,XM_011512659.1,XM_017006106.1,XM_006713572.2,XM_005247303.2,XM_017006108.1,XM_017006107.1,XM_011512651.1,XM_005247288.2,XM_011512652.1,XM_011512644.1,BGI_novel_T027703,BGI_novel_T027700,BGI_novel_T027702,XM_006713569.2,XM_005247298.2,XM_005247287.2,XM_005247305.2,XM_005247289.2,XM_011512645.1,XM_005247309.1,XM_005247290.2,XM_011512654.1,XM_017006105.1,BGI_novel_T027697,XM_011512646.1,XM_005247283.2,NM_015429.3,XM_005247299.3,BGI_novel_T027699,BGI_novel_T027701,BGI_novel_T027704,XM_011512640.1,XM_011512641.1,XM_011512656.1,BGI_novel_T027695,XM_005247296.2,XM_011512648.1,XM_006713571.2,XM_011512657.1,XM_005247282.2,XM_005247281.2,XM_005247300.2,XM_005247285.2,XM_005247284.2,XM_011512643.1,XM_005247302.2,XM_005247294.2,XM_011512658.1,XM_005247301.2,XM_005247295.2,XM_011512647.1	Known_gene	61	88.16	13.66	62.1	5.44	15.8	1.05	2.62	2.81
25891	36.946	3.636	-3.52732051886112	0	0	PAMR1	NM_001282675.1,NM_015430.3,NM_001001991.2,NM_001282676.1	Known_gene	4	42.17	0.1	68.57	1.81	6.78	0.87	2.45	6.27
25900	6.526	1.538	-2.30799843509819	1.01043130400489e-140	1.83212449682561e-140	IFFO1	XM_006718977.3,NM_001039670.2,XM_011520947.2,XM_017019172.1,XM_017019170.1,XM_006718981.3,BGI_novel_T008354,XM_017019173.1,BGI_novel_T008355,XM_006718976.3,XM_011520948.2,XM_011520952.2,NM_001193457.1,XM_011520949.2,NM_080730.4,XM_017019169.1,XM_006718975.3,BGI_novel_T008352,BGI_novel_T008353,XM_017019171.1	Known_gene	20	4.96	0	14.62	0.19	4.78	2.14	0.58	0
25903	13.163	1.548	-3.19697810523232	0	0	OLFML2B	NM_015441.2,XM_005245075.2,XM_017000967.1,BGI_novel_T003212,NM_001297713.1,XM_011509398.2	Known_gene	6	14.37	4.27	20.85	0.6	5.02	0	1.22	0.9
25927	28.546	4.85	-2.56500266365352	0	0	CNRIP1	BGI_novel_T021712,XM_006711984.1,NM_015463.2,XM_005264249.1,NM_001111101.1,BGI_novel_T021711	Known_gene	6	35.41	16.84	33.39	1.06	9.86	1.24	3.96	8.13
259307	12.41	2.916	-2.33563045246637	6.50392859372107e-179	1.00796504465122e-178	IL4I1	NM_001258017.1,BGI_novel_T020432,NM_001258018.1,NM_152899.1,NM_172374.2	Known_gene	5	6.96	0	30.27	1.63	8.22	2.81	0.04	1.88
25959	8.97	1.046	-3.25851814828034	0	0	KANK2	NM_015493.6,NM_001136191.2,BGI_novel_T019197	Known_gene	3	10.31	2.15	14.45	1.3	2.11	0.52	1.15	0.15
25975	7.586	1.082	-2.81501851768982	8.76605924424547e-165	1.44587387113977e-164	EGFL6	NM_001167890.1,NM_015507.3	Known_gene	2	6.67	7.34	8.75	0.54	4.01	0.03	0.83	0
260434	52.583	2.634	-4.21740748161916	5.62704465151406e-240	7.02739561682985e-240	PYDC1	NM_152901.3	Known_gene	1	0.18	155.18	2.39	1.63	3.86	4.98	2.7	0
26085	44.693	1.702	-4.56610522010068	0	0	KLK13	NM_015596.1	Known_gene	1	2.99	107.06	24.03	4.14	0.06	3.47	0.84	0
2615	11.236	2.968	-2.10830468704231	0	0	LRRC32	XM_005273903.4,XM_005273902.3,NM_005512.2,XM_017017527.1,XM_011544935.2,NM_001128922.1	Known_gene	6	6.3	4.66	22.75	2.05	7.12	1.11	4.54	0.02
2624	9.586	1.338	-2.93475649348718	0	0	GATA2	NM_001145662.1,NM_001145661.1,NM_032638.4,BGI_novel_T028074	Known_gene	4	12.28	4.44	12.04	1.84	0.02	1.46	2.1	1.27
2633	43.376	7.514	-2.45930678383207	0	0	GBP1	BGI_novel_T002100,BGI_novel_T002101,NM_002053.2	Known_gene	3	53.04	57.25	19.84	5.61	16.31	4.77	3.51	7.37
2669	199.873	20.994	-3.30249889000554	0	0	GEM	NM_181702.2,XM_017013315.1,BGI_novel_T038415,NM_005261.3	Known_gene	4	388.84	82.86	127.92	13.21	52.18	17.99	3.97	17.62
2674	6.1	1.434	-2.17045616292748	0	0	GFRA1	NM_145793.3,BGI_novel_T005922,NM_005264.5,NM_001145453.2,XM_005269696.1,XM_011539634.1,BGI_novel_T005921	Known_gene	7	10.9	1.81	5.59	2.02	1.6	1.64	1.89	0.02
2687	73.11	4.212	-4.36400225147918	0	0	GGT5	XM_011530136.1,XM_011530134.1,XM_017028769.1,XM_011530137.2,XM_005261557.2,NM_001302464.1,NM_001099781.2,XM_017028768.1,XM_011530135.1,NM_001302465.1,XM_011530133.1,NM_001099782.2,NM_004121.3,XM_005261558.2,BGI_novel_T025759	Known_gene	15	20.67	2.1	196.56	3.04	1.08	0.5	8.96	7.48
2702	9.893	1.382	-2.9670506301539	0	0	GJA5	XM_005272951.4,XM_017001044.1,NM_181703.3,NM_005266.6	Known_gene	4	14.02	1.86	13.8	0.07	0	6.82	0.02	0
27090	5.803	1.612	-2.08260989657291	1.02374345492777e-70	2.81882697797772e-70	ST6GALNAC4	BGI_novel_T040560,NM_175040.3,NM_175039.3,XM_011518529.2,XM_011518527.2	Known_gene	5	1.09	0.82	15.5	2.29	2.63	0.23	2.91	0
271	6.833	1.51	-2.28270396555488	4.04792034070675e-184	6.14658304142493e-184	AMPD2	BGI_novel_T002340,NM_001257361.1,NM_004037.7,NM_001308170.1,NM_139156.3,BGI_novel_T002339,NM_203404.1,NM_001257360.1	Known_gene	8	7.44	2.41	10.65	2.73	0.02	1.3	2.36	1.14
27122	101.223	12.854	-3.12448487757984	0	0	DKK3	XM_017017555.1,XM_006718178.2,NM_013253.4,XM_017017554.1,XM_017017553.1,NM_015881.5,NM_001018057.1	Known_gene	7	106.69	9.96	187.02	3.69	38.92	3.71	3.98	13.97
27289	215.88	47.702	-2.42328099279684	0	0	RND1	NM_014470.3	Known_gene	1	88.69	0.49	558.46	54.63	62.76	50.26	32.97	37.89
27303	43.023	7.438	-2.4375406767965	0	0	RBMS3	XM_017006179.1,NM_001003792.2,XM_017006182.1,XM_017006178.1,XM_017006180.1,XM_005265065.4,XM_005265062.1,XM_005265060.2,XM_017006181.1,XM_005265061.2,XM_005265063.1,NM_001003793.2,NM_001177711.1,NM_001177712.1,NM_014483.3	Known_gene	15	68.46	35.13	25.48	6.14	14.29	2.39	2.67	11.7
2771	44.606	7.934	-2.66667594932738	0	0	GNAI2	NM_002070.3,NM_001282620.1,NM_001166425.1,NM_001282617.1,NM_001282619.1,NM_001282618.1	Known_gene	6	39.09	10.55	84.18	5.69	11.1	8.52	5.64	8.72
2791	340.49	86.44	-2.05763600424271	0	0	GNG11	NM_004126.3	Known_gene	1	346.17	230.3	445	52.52	151.89	81.94	94.89	50.96
2822	16.35	2.076	-2.46986409222158	0	0	GPLD1	XM_011514509.2,BGI_novel_T033214,NM_001503.3,BGI_novel_T033215,XM_017010753.1,XM_017010754.1	Known_gene	6	2.03	46.63	0.39	1.33	3.51	4.81	0.51	0.22
2823	7.883	1.202	-2.85715400210407	8.96038421060555e-228	1.15997852537365e-227	GPM6A	NM_001261448.1,NM_005277.4,NM_201592.2,XM_011531877.1,NM_201591.2,NM_001261447.1,XM_017008036.1,XM_006714183.1	Known_gene	8	13.59	0.65	9.41	0.13	2.77	0	1.65	1.46
28232	7.683	1.572	-2.17774748217469	6.61745391661303e-177	1.03269505429229e-176	SLCO3A1	BGI_novel_T013945,XM_011521456.2,XM_005254889.1,NM_001145044.1,NM_013272.3,XM_005254891.2	Known_gene	6	9.42	4.38	9.25	1.41	1.58	2.49	1.09	1.29
283298	40.106	2.18	-4.31380704800895	0	0	OLFML1	XM_005252878.4,NM_198474.3	Known_gene	2	66.19	0.21	53.92	2.91	6.2	0.02	1.48	0.29
284018	25.34	5.682	-2.07642243580442	1.1353232052768e-193	1.66388748382658e-193	C17orf58	BGI_novel_T017452,NM_181656.4,NM_181655.3	Known_gene	3	48.5	14.27	13.25	4.9	6.95	9.36	7.07	0.13
284486	118.973	6.868	-3.87381056362609	0	0	THEM5	XM_011509421.1,NM_182578.3	Known_gene	2	3.44	349.14	4.34	5.01	0.07	28.96	0.23	0.07
285	25.743	2.002	-3.75004227610509	0	0	ANGPT2	NM_001147.2,NM_001118888.1,XM_017013318.1,NM_001118887.1	Known_gene	4	34.69	13.08	29.46	1.29	5.4	0.87	0.6	1.85
285313	12.42	1.002	-3.8403701651004	0	0	IGSF10	XM_011512709.2,NM_001178146.1,NM_001178145.1,NM_178822.4,XM_011512708.2	Known_gene	5	25.47	10.26	1.53	0.08	0.02	0.03	0.09	4.79
2869	11.56	3.082	-2.07676230613542	2.19397487076924e-198	3.16020303639404e-198	GRK5	XM_005269708.1,BGI_novel_T005963,BGI_novel_T005964,NM_005308.2,XM_005269707.1	Known_gene	5	14.33	3.01	17.34	0.54	6.02	3.06	0.94	4.85
287	14.91	1.274	-3.56061833820904	0	0	ANK2	XM_017008112.1,XM_017008111.1,XM_017008092.1,XM_017008097.1,XM_017008074.1,XM_017008089.1,XM_017008110.1,BGI_novel_T030178,XM_017008069.1,XM_017008067.1,XM_017008076.1,XM_017008095.1,XM_017008081.1,XM_017008099.1,XM_017008075.1,XM_017008091.1,XM_017008084.1,NM_020977.3,XM_017008107.1,BGI_novel_T030180,BGI_novel_T030179,XM_017008080.1,XM_017008098.1,XM_017008103.1,XM_017008109.1,NM_001148.4,XM_017008078.1,XM_017008096.1,XM_017008087.1,XM_017008079.1,XM_017008104.1,BGI_novel_T030177,XM_017008100.1,XM_017008105.1,XM_017008073.1,XM_017008094.1,XM_005262945.2,XM_017008101.1,XM_017008106.1,XM_017008071.1,XM_017008083.1,XM_017008085.1,XM_017008102.1,XM_017008088.1,XM_017008068.1,NM_001127493.1,BGI_novel_T030181,XM_017008077.1,XM_017008093.1,XM_017008082.1,BGI_novel_T030182,XM_017008072.1,XM_017008070.1,XM_017008108.1,XM_017008090.1,XM_017008086.1	Known_gene	56	35.83	0.65	8.25	0.63	4.12	0.19	0.05	1.38
2878	208.466	18.596	-3.54780682778024	0	0	GPX3	NM_002084.3	Known_gene	1	85.41	202.35	337.64	18.77	34.43	15.3	12.26	12.22
2882	16.13	3.852	-2.02764535529811	2.47920213269549e-114	5.10894900770011e-114	GPX7	BGI_novel_T001722,NM_015696.4	Known_gene	2	23.77	12.33	12.29	5.28	10.84	2.09	0.97	0.08
28954	18.693	1.212	-4.10522146742947	0	0	REM1	BGI_novel_T024410,NM_014012.5,XM_005260404.1,XM_017027833.1,XM_011528795.1	Known_gene	5	16.05	4.44	35.59	1.12	4.23	0.15	0.56	0
28959	118.67	5.166	-4.63823911071127	0	0	TMEM176B	XM_006715933.3,NM_001101311.1,NM_001101314.1,NM_001101312.1,NM_014020.3,BGI_novel_T037276	Known_gene	6	118.31	42.59	195.11	9.3	6.99	0.07	3.25	6.22
29108	163.933	16.164	-3.20155416463215	0	0	PYCARD	NM_145182.2,NM_013258.4	Known_gene	2	19.16	413.27	59.37	18.35	23.51	15.49	15.2	8.27
29121	11.023	1.978	-2.29788015020768	0	0	CLEC2D	NM_013269.5,BGI_novel_T008448,NM_001197317.2,BGI_novel_T008449,NM_001197319.2,BGI_novel_T008450,NM_001004419.4,NM_001197318.2	Known_gene	8	11.11	18.49	3.47	3.25	1.42	2.43	1.86	0.93
2949	39.656	2.204	-4.18291102641061	0	0	GSTM5	XM_005270785.4,BGI_novel_T002347,NM_000851.3,XM_005270784.4	Known_gene	4	52.26	21.78	44.93	0.14	0.87	3.65	1.37	4.99
2995	40.513	4.59	-3.26726538521848	0	0	GYPC	NM_002101.4,NM_001256584.1,NM_016815.3,XM_006712460.3	Known_gene	4	44.73	10.13	66.68	2.03	13.76	0.98	4.95	1.23
29964	4.783	1.022	-2.57670837821664	5.04683470512577e-84	1.25511644927397e-83	PRICKLE4	BGI_novel_T033567,BGI_novel_T033566,NM_013397.5	Known_gene	3	2.54	0.13	11.68	0.88	0.43	0.94	2.86	0
29986	39.386	7.704	-2.08400774633099	8.53769849505212e-263	9.95215525559996e-263	SLC39A2	NM_014579.3,NM_001256588.1	Known_gene	2	1.22	110.78	6.16	15.04	6.83	12.26	4.39	0
29992	4.123	1.098	-2.25867669490843	6.98813736429963e-39	2.73012422522727e-38	PILRA	NM_178272.1,NM_178273.1,NM_013439.2	Known_gene	3	3.45	0	8.92	2.82	1.84	0	0.42	0.41
30008	23.016	2.188	-3.56113040468538	0	0	EFEMP2	NM_016938.4,BGI_novel_T007168,BGI_novel_T007169	Known_gene	3	22.05	1.03	45.97	3.65	0.69	1.96	1.29	3.35
3002	66.72	1.654	-5.16048314756569	0	0	GZMB	NM_004131.4,XM_011536685.2	Known_gene	2	14.62	168.01	17.53	1.67	0	2.68	0	3.92
3034	11.726	1.666	-2.43668056111143	1.19047960515509e-259	1.39993513506008e-259	HAL	NM_001258333.1,XM_017019246.1,XM_011538249.2,NM_002108.3,NM_001258334.1	Known_gene	5	0.59	33.97	0.62	0.26	0.06	7.56	0.45	0
3037	67.756	4.848	-3.80625319659005	0	0	HAS2	NM_005328.2	Known_gene	1	157.15	29.05	17.07	1.81	21.01	0.77	0.63	0.02
3039	391.393	2.236	-7.69483229330949	0	0	HBA1	BGI_novel_T014128,NM_000558.4,BGI_novel_T014127	Known_gene	3	111.68	0	1062.5	0	0	10.28	0.9	0
3040	985.3	3.036	-8.58635387553575	0	0	HBA2	NM_000517.4	Known_gene	1	287.14	14.36	2654.4	1.08	1.71	12.39	0	0
3043	789.753	10.914	-6.41126808186917	0	0	HBB	BGI_novel_T006316,NM_000518.4	Known_gene	2	377.51	5.35	1986.4	2.89	3.26	47.71	0.57	0.14
3055	5.493	1.464	-2.12849171166907	3.19009902512233e-88	7.70915111262e-88	HCK	NM_001172131.1,NM_001172129.1,NM_002110.3,NM_001172133.1,NM_001172132.1,NM_001172130.1	Known_gene	6	4.2	0	12.28	1.46	3.08	0.56	2.22	0
3075	311.203	21.366	-3.96800804756329	0	0	CFH	BGI_novel_T003579,NM_000186.3,BGI_novel_T003578,XM_017001108.1,NM_001014975.2	Known_gene	5	718.63	61.06	153.92	10.44	55.58	6	6.89	27.92
3082	8.26	1.208	-2.54602097405734	8.77104232812576e-237	1.10754200670912e-236	HGF	BGI_novel_T036389,XM_011516115.2,NM_000601.5,NM_001010932.2,XM_017012097.1,NM_001010931.2,NM_001010934.2,XM_006715956.2,XM_017012098.1,NM_001010933.2	Known_gene	10	17.27	0	7.51	1.48	3.2	0	1.36	0
30846	33.566	8.838	-2.16449836266805	0	0	EHD2	NM_014601.3	Known_gene	1	11.1	2.76	86.84	7.03	9.91	6.09	17.28	3.88
3105	341.57	86.35	-2.17359207189045	0	0	HLA-A	BGI_novel_T034981,XM_005275331.2,XM_017030288.1,NM_002116.7,BGI_novel_T034982,BGI_novel_T033337,BGI_novel_T033336,NM_001242758.1	Known_gene	8	106.4	144.52	773.79	99.33	114.66	49.3	118.94	49.52
3107	148.37	39.986	-2.18002085544849	0	0	HLA-C	NM_002117.5,NM_001243042.1	Known_gene	2	5.29	0	439.82	54.94	0.96	49.51	93.11	1.41
3133	952.273	244.89	-2.12379452630419	0	0	HLA-E	XM_017010807.1,XM_017010808.1,XM_017010809.1,NM_005516.5	Known_gene	4	915.11	217	1724.71	262.99	443.26	172.91	155.54	189.75
3134	97.206	17.738	-2.49040510549996	0	0	HLA-F	XM_017010810.1,NM_001098479.1,XM_011514564.1,XM_017010812.1,XM_017010813.1,NM_001098478.1,XM_017010811.1,XM_017010815.1,NM_018950.2,XM_017010814.1	Known_gene	10	102.03	28.18	161.41	18.05	27.06	18.27	17.09	8.22
3217	11.433	2.53	-2.37944701049744	5.55196985881421e-123	1.09706569386915e-122	HOXB7	NM_004502.3	Known_gene	1	8.87	1.81	23.62	1.75	1.69	5.27	3.94	0
3235	12.543	1.902	-2.83223443235734	4.22089491101631e-221	5.61377206483057e-221	HOXD9	NM_014213.3	Known_gene	1	9.42	7.15	21.06	1.1	2.49	2.48	1.5	1.94
3303	312.546	55.94	-2.53874214473104	0	0	HSPA1A	NM_005345.5	Known_gene	1	845.08	87.4	5.16	175.99	1.98	2.9	7.25	91.58
3304	291.326	33.642	-3.31350989800245	0	0	HSPA1B	BGI_novel_T033378,NM_005346.4	Known_gene	2	364.67	0	509.31	61.85	81.18	5.16	9.4	10.62
3315	4764.11	343.34	-3.67950538942044	0	0	HSPB1	NM_001540.3	Known_gene	1	1132.48	10372.87	2786.98	369.86	401.88	425.69	369.74	149.53
3316	24.42	2.004	-3.71394626390962	1.80975162691175e-223	2.38465798076475e-223	HSPB2	NM_001541.3,BGI_novel_T007804	Known_gene	2	16.57	7.65	49.04	1.6	5.49	0.18	2.75	0
3371	17.236	1.068	-4.16211866105175	0	0	TNC	XM_006717101.3,XM_017014679.1,XM_005251973.3,XM_017014681.1,XM_017014678.1,XM_017014680.1,XM_005251975.3,BGI_novel_T040366,XM_006717096.3,XM_005251972.3,XM_011518626.2,XM_011518628.2,XM_011518629.2,XM_005251974.3,XM_006717097.3,NM_002160.3,XM_011518625.2,XM_006717098.3	Known_gene	18	20.22	2.7	28.79	2.24	1.77	0.04	0.44	0.85
3383	126.073	20.676	-2.82010725812171	0	0	ICAM1	NM_000201.2	Known_gene	1	78.07	15.91	284.24	18.62	32.8	22.63	21.97	7.36
3384	125.753	13.27	-3.39257859105844	0	0	ICAM2	NM_001099786.1,BGI_novel_T017337,NM_001099787.1,NM_001099788.1,NM_000873.3,NM_001099789.1	Known_gene	6	70.53	47.95	258.78	4.36	35.36	14.45	12.18	0
338657	4.5	1.114	-2.08783625632153	1.77748042244623e-59	5.43820777380536e-59	CCDC84	NM_198489.2,XM_011542800.2,XM_011542799.1,BGI_novel_T007965,XM_017017652.1,BGI_novel_T007966,BGI_novel_T007964	Known_gene	7	3.29	9.41	0.8	0.36	0.63	2.37	2.08	0.13
3394	39.183	6.826	-2.63710430622206	0	0	IRF8	XM_017023199.1,NM_002163.2,BGI_novel_T015634	Known_gene	3	74.98	3.19	39.38	2.35	22.63	5.96	3.19	0
340061	124.326	19.39	-2.80745877852285	0	0	TMEM173	XM_011537639.2,BGI_novel_T032240,XM_005268445.3,NM_001301738.1,NM_198282.3,XM_011537640.2	Known_gene	6	95.23	6.93	270.82	7.43	29.71	14.73	27.62	17.46
341	35.603	7.798	-2.26146578040724	1.58336127042932e-115	3.24010299006928e-115	APOC1	NM_001321065.1,NM_001645.4,NM_001321066.1	Known_gene	3	43.64	26.04	37.13	3.33	16.24	6.36	12.16	0.9
3429	1076.336	122.674	-3.15591052923805	0	0	IFI27	BGI_novel_T012337,NM_001288960.1,BGI_novel_T012335,NM_001288957.1,NM_001288954.1,NM_001288959.1,NM_001288995.1,NM_005532.4,BGI_novel_T012338,NM_001130080.2,NM_001288956.1,NM_001288952.1,BGI_novel_T012336,NM_001288958.1	Known_gene	14	712.35	1554.31	962.35	85.53	255.52	90.51	94.56	87.25
