Gene ID,FK FPKM,HN FPKM,log2(HN/FK),Qvalue(FK-vs-HN),Pvalue(FK-vs-HN),Other Gene ID,Transcripts,Gene Type,Transcripts Number,Start,End,Chr,Strand +/-,Length,Max Length of Transcript,FK2 FPKM,FK4 FPKM,FK5 FPKM,FK6 FPKM,FK7 FPKM,HN1 FPKM,HN2 FPKM,HN3 FPKM,HN4 FPKM,HN5 FPKM
107983993,0.6679999999999999,0.0,-7.339776537290139,2.9161362293413394e-20,1.21922215201466e-19,LOC107983993,"XM_017012896.1,XM_017012895.1",Known_gene,2,102537919,102544881,chr7,-,6963,1950,0.71,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107983994,0.018000000000000002,0.17800000000000002,3.28785948126934,3.28125610523708e-11,1.8234339830725802e-10,LOC107983994,XM_017014164.1,Known_gene,1,145057071,145065864,chr8,+,8794,4398,0.05,0.0,0.02,0.0,0.02,0.02,0.0,0.49,0.38,0.0
107983997,0.71,1.696,1.10096741624368,1.71996028945379e-13,8.77386150379686e-13,LOC107983997,XM_011527096.2,Known_gene,1,52614711,52690527,chr19,-,75817,2515,0.93,0.0,1.29,1.03,0.3,0.13,2.24,0.82,0.85,4.44
107983998,0.23800000000000002,0.9840000000000001,1.98289577848156,5.25341206206906e-11,2.9452501099072003e-10,LOC107983998,"BGI_novel_T019189,BGI_novel_T019188,XM_011527021.1,XM_011527018.2",Known_gene,4,55634995,55643470,chr19,+,8476,1692,0.34,0.0,0.48,0.0,0.37,0.0,0.0,4.41,0.51,0.0
107984014,0.03,0.168,2.42784492093867,0.00032063956608341203,0.00249133204188171,LOC107984014,XM_017012898.1,Known_gene,1,154057626,154064392,chr7,-,6767,1527,0.15,0.0,0.0,0.0,0.0,0.06,0.0,0.28,0.5,0.0
107984104,0.004,0.14800000000000002,4.85305872716906,1.24222604530314e-15,5.8928070456466294e-15,LOC107984104,"XM_017028191.1,XM_017028187.1,XM_017028189.1,XM_017028188.1,XM_017028190.1",Known_gene,5,1787869,1844038,chr20,-,56170,6469,0.0,0.0,0.02,0.0,0.0,0.09,0.01,0.12,0.52,0.0
107984110,0.528,2.718,2.3004898934538196,7.97944931000775e-37,2.49262400336504e-36,LOC107984110,XM_017005470.1,Known_gene,1,96012665,96019643,chr2,+,6979,1747,0.53,0.07,0.92,0.03,1.09,6.58,0.0,5.34,1.62,0.05
107984115,0.057999999999999996,0.0,-4.58988476867966,5.7853010212945605e-05,0.000430128276900794,LOC107984115,XM_017010109.1,Known_gene,1,132827582,132831365,chr5,-,3784,2988,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107984125,0.006,0.184,4.92581506960438,2.2078289458210198e-16,1.02541971312688e-15,LOC107984125,"XM_017014158.1,BGI_novel_T034103,XM_017014157.1,BGI_novel_T034102",Known_gene,4,54648993,54871720,chr8,+,222728,5322,0.0,0.0,0.03,0.0,0.0,0.44,0.05,0.43,0.0,0.0
107984126,0.20600000000000002,1.466,2.55938972345277,1.23833848308833e-20,5.13430741156684e-20,LOC107984126,XM_017015387.1,Known_gene,1,61002335,61003885,chr9,-,1551,1551,0.09,0.0,0.13,0.81,0.0,1.46,0.21,1.19,0.36,4.11
107984139,0.102,0.462,2.1243607489864598,2.95897845930163e-06,2.0515464631054e-05,LOC107984139,XM_017027560.1,Known_gene,1,12207629,12234791,chr19,+,27163,1320,0.39,0.0,0.12,0.0,0.0,0.0,0.0,0.0,2.31,0.0
107984153,0.114,0.278,1.28296675126363,7.00966320147979e-05,0.000523514641355534,LOC107984153,XM_017030329.1,Known_gene,1,41073,44804,NW_014040931.1,+,3732,2789,0.0,0.16,0.0,0.25,0.16,0.48,0.15,0.0,0.76,0.0
107984203,0.594,1.28,1.1853282948435,9.59036460737235e-14,4.84770611724976e-13,LOC107984203,XM_017017016.1,Known_gene,1,6825173,6828853,chr10,-,3681,3008,0.71,1.02,0.19,0.27,0.78,1.94,0.0,1.66,0.64,2.16
107984355,0.0,0.252,5.9019683276500094,2.08694197756763e-09,1.2492903462493001e-08,LOC107984355,"XM_017018634.1,BGI_novel_T007054",Known_gene,2,69984544,70017428,chr11,+,32885,2040,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0
107984399,0.004,0.27399999999999997,5.913940969316091,8.443845916661558e-31,2.87665302945615e-30,LOC107984399,XM_017018645.1,Known_gene,1,120169228,120176302,chr11,+,7075,7075,0.0,0.0,0.02,0.0,0.0,0.0,0.14,0.0,0.14,1.09
107984449,0.062,0.16399999999999998,1.33211271931906,4.50791707445608e-05,0.000333244028723374,LOC107984449,XM_017020296.1,Known_gene,1,127129957,127150081,chr12,+,20125,4669,0.03,0.0,0.17,0.0,0.11,0.23,0.0,0.0,0.59,0.0
107984507,0.013999999999999999,0.08,2.45450935067879,3.1315824630842e-05,0.00022901766986769902,LOC107984507,XM_017020292.1,Known_gene,1,1527712,1532417,chr12,-,4706,4372,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.4,0.0,0.0
107984534,1.94,0.41200000000000003,-2.2873071560413103,3.473707600388519e-51,9.259101942918319e-51,LOC107984534,XM_017020295.1,Known_gene,1,79935021,79938199,chr12,+,3179,3179,3.15,0.0,1.49,1.06,4.0,0.7,0.17,0.0,1.06,0.13
107984590,0.048,0.174,1.6831337257267498,0.000120447397045727,0.000913780684238493,LOC107984590,XM_017020903.1,Known_gene,1,113010424,113013239,chr13,-,2816,2703,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.6,0.27,0.0
107984640,0.542,0.0,-5.705361986099599,1.7618229644950602e-08,1.09733302831149e-07,LOC107984640,XM_017021850.1,Known_gene,1,103084210,103090021,chr14,+,5812,726,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0
107984648,0.038,0.42,3.31700582692885,1.24297325286546e-09,7.37653438256826e-09,LOC107984648,XM_017021849.1,Known_gene,1,103711245,103712868,chr14,+,1624,1624,0.0,0.0,0.14,0.0,0.05,0.05,0.0,1.68,0.37,0.0
107984745,0.054000000000000006,0.14,1.30254321198575,0.000739266643016942,0.00588398364549825,LOC107984745,XM_017022786.1,Known_gene,1,55513014,55530953,chr15,-,17940,3377,0.05,0.0,0.17,0.0,0.05,0.07,0.05,0.0,0.36,0.22
107984751,0.08,0.166,1.10087239606409,1.3649051625975e-06,9.315773544061889e-06,LOC107984751,"BGI_novel_T013143,XM_017022804.1,XM_017022803.1",Known_gene,3,101476818,101485993,chr15,-,9176,9144,0.13,0.02,0.08,0.0,0.17,0.1,0.33,0.11,0.28,0.01
107984813,1.044,0.294,-1.29180341574667,1.06372512889178e-05,7.601638555830559e-05,LOC107984813,"BGI_novel_T014144,XM_017023918.1",Known_gene,2,67491754,67566007,chr16,-,74254,1843,0.16,3.97,0.34,0.43,0.32,0.16,0.0,0.6,0.71,0.0
107984817,0.0,0.34600000000000003,6.77643744556615,5.835487816634249e-15,2.83127601491711e-14,LOC107984817,XM_017023972.1,Known_gene,1,89831631,89835961,chr16,+,4331,2629,0.0,0.0,0.0,0.0,0.0,0.44,0.03,0.09,0.56,0.61
107984820,0.05,0.29600000000000004,2.55579268651597,1.1762906887501498e-10,6.66862822670185e-10,LOC107984820,XM_017023964.1,Known_gene,1,66483055,66486282,chr16,-,3228,3228,0.15,0.0,0.0,0.0,0.1,0.41,0.0,0.95,0.12,0.0
107984832,0.618,0.027999999999999997,-4.58988476867966,1.00618252290818e-34,3.23816824954262e-34,LOC107984832,"XM_017023984.1,BGI_novel_T013765,BGI_novel_T013766",Known_gene,3,29115984,29220856,chr16,+,104873,3681,0.46,0.0,0.68,1.06,0.89,0.02,0.0,0.0,0.05,0.07
107984851,1.482,0.018000000000000002,-6.189281916358321,1.2471092442520797e-87,2.50546468750365e-87,LOC107984851,XM_017023983.1,Known_gene,1,22807496,22814603,chr16,-,7108,4590,0.43,4.35,0.95,0.0,1.68,0.07,0.0,0.0,0.02,0.0
107984859,0.218,0.05,-2.24196146525936,2.65456791028162e-06,1.8362394021181e-05,LOC107984859,"XM_017023924.1,BGI_novel_T013484,XM_017023928.1,XM_017023927.1,XM_017023925.1,XM_017023926.1",Known_gene,6,11186527,11225510,chr16,+,38984,2521,0.27,0.0,0.28,0.43,0.11,0.0,0.0,0.0,0.25,0.0
107984902,0.016,0.156,3.16420101351825,2.0088382636650197e-05,0.00014568734182483501,LOC107984902,XM_017023962.1,Known_gene,1,35023258,35026752,chr16,+,3495,1958,0.0,0.0,0.08,0.0,0.0,0.74,0.04,0.0,0.0,0.0
107984973,1.232,0.068,-1.71320058970908,1.38709867042592e-06,9.47002520142668e-06,LOC107984973,"BGI_novel_T014763,XM_017025490.1,BGI_novel_T014762",Known_gene,3,4801143,4807644,chr17,-,6502,3581,0.0,5.07,0.36,0.37,0.36,0.02,0.09,0.04,0.02,0.17
107984987,0.6940000000000001,0.308,-1.21904707331136,2.9329702074621498e-08,1.8460237265415198e-07,LOC107984987,"BGI_novel_T014695,XM_017025497.1,BGI_novel_T014697,BGI_novel_T014696",Known_gene,4,2153230,2156186,chr17,-,2957,2880,1.41,0.0,0.38,0.11,1.57,0.32,0.78,0.44,0.0,0.0
107985021,0.006,0.064,3.31700582692885,1.24297325286546e-09,7.37653438256826e-09,LOC107985021,XM_017025504.1,Known_gene,1,80720259,80730101,chr17,+,9843,9843,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.31,0.01,0.0
107985082,2.8739999999999997,1.296,-1.03240300438062,1.49782185491005e-08,9.29964891013057e-08,LOC107985082,XM_017025510.1,Known_gene,1,32047948,32049046,chr17,+,1099,1099,2.78,7.65,1.11,0.92,1.91,2.04,0.0,1.98,2.46,0.0
107985103,0.094,0.0,-4.705361986099599,3.15594347174593e-05,0.000231039250764467,LOC107985103,"BGI_novel_T001400,XM_017003067.1",Known_gene,2,38046742,38056849,chr1,+,10108,2093,0.0,0.0,0.0,0.4,0.07,0.0,0.0,0.0,0.0,0.0
107985108,0.027999999999999997,0.23399999999999999,3.31700582692885,0.000488334318765142,0.0038394546743284,LOC107985108,XM_017003068.1,Known_gene,1,143729544,143737130,chr1,+,7587,831,0.0,0.14,0.0,0.0,0.0,0.36,0.46,0.23,0.0,0.12
107985109,0.0,0.34600000000000003,4.96316848408675,6.69672982015783e-06,4.73042602474871e-05,LOC107985109,XM_017003069.1,Known_gene,1,144143571,144144457,chr1,-,887,887,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0
107985149,0.204,0.062,-1.78252984662206,0.00021531131200056298,0.0016586370211779998,LOC107985149,XM_017026111.1,Known_gene,1,79345846,79347763,chr18,+,1918,1918,0.0,0.0,0.31,0.0,0.71,0.22,0.0,0.09,0.0,0.0
107985199,0.0,1.102,6.680457284000571,3.3141517487118595e-14,1.65081719719221e-13,LOC107985199,XM_017003083.1,Known_gene,1,143318207,143319096,chr1,-,890,890,0.0,0.0,0.0,0.0,0.0,0.24,1.41,1.71,0.38,1.77
107985246,0.057999999999999996,0.9059999999999999,3.81033785218444,2.30602772123121e-39,6.978352626009369e-39,LOC107985246,XM_017003087.1,Known_gene,1,201506515,201516769,chr1,+,10255,3331,0.12,0.0,0.17,0.0,0.0,0.07,0.0,0.15,0.89,3.42
107985330,0.0,0.302,4.165002733483799,0.00037685050348178797,0.00294678945681572,LOC107985330,XM_017003089.1,Known_gene,1,224027677,224035390,chr1,-,7714,641,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,1.0
107985410,0.002,0.10800000000000001,5.165002733483799,9.91762046978027e-11,5.61297064587345e-10,LOC107985410,XM_017028198.1,Known_gene,1,58636305,58649666,chr20,-,13362,5338,0.0,0.0,0.01,0.0,0.0,0.45,0.0,0.0,0.0,0.09
107985425,0.078,0.012,-2.59570914090565,0.00053633071784981,0.00422669455267842,LOC107985425,XM_017028201.1,Known_gene,1,63244471,63247569,chr20,+,3099,3002,0.0,0.28,0.0,0.07,0.04,0.03,0.0,0.0,0.03,0.0
107985477,0.022000000000000002,0.33,3.9230063174208,5.26948062102538e-06,3.6992567027207395e-05,LOC107985477,XM_017028527.1,Known_gene,1,8659487,8660496,chr21,+,1010,1008,0.11,0.0,0.0,0.0,0.0,0.53,0.17,0.35,0.37,0.23
107985532,0.0,0.214,5.8024326540991,6.17501956148504e-09,3.77337691095863e-08,LOC107985532,XM_017029165.1,Known_gene,1,21657292,21662363,chr22,+,5072,2201,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.15,0.0
107985544,0.314,0.52,1.21929288898476,8.52834682930723e-16,4.03027076899025e-15,LOC107985544,"XM_017029172.1,BGI_novel_T023829",Known_gene,2,30881036,30922232,chr22,-,41197,8059,0.21,0.9,0.33,0.0,0.13,0.19,0.47,0.3,0.18,1.46
107985678,0.644,0.06,-3.4311870226606103,1.62647392185783e-18,7.11987219466042e-18,LOC107985678,XM_017030007.1,Known_gene,1,41334304,41337401,chrX,+,3098,2224,0.33,0.95,0.2,1.13,0.61,0.23,0.0,0.0,0.07,0.0
107985687,0.0,0.092,5.74996523420496,1.06595188910747e-08,6.587968160107111e-08,LOC107985687,XM_017030006.1,Known_gene,1,40101736,40106486,chrX,-,4751,4751,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.02
107985692,0.6,0.062,-3.13267781515688,2.7341560408018896e-43,7.90510246049835e-43,LOC107985692,"XM_017030016.1,XM_017030017.1",Known_gene,2,119244740,119273594,chrX,-,28855,6980,1.13,1.05,0.05,0.0,0.77,0.16,0.07,0.0,0.08,0.0
107985729,0.38799999999999996,0.0,-7.936605325018309,4.34766211300594e-28,1.5502530162160299e-27,LOC107985729,"XM_017003066.1,BGI_novel_T000445,BGI_novel_T000444",Known_gene,3,1433233,1442882,chr1,+,9650,6192,0.58,0.0,1.24,0.0,0.12,0.0,0.0,0.0,0.0,0.0
107985770,0.302,0.0,-4.705361986099599,3.15594347174593e-05,0.000231039250764467,LOC107985770,"XM_017005433.1,XM_017005431.1,XM_017005435.1,XM_017005434.1,XM_017005429.1,XM_017005430.1,XM_017005432.1",Known_gene,7,69789545,69804591,chr2,-,15047,2302,0.65,0.0,0.38,0.0,0.48,0.0,0.0,0.0,0.0,0.0
107985773,0.0,0.17800000000000002,5.99507773204149,7.12657729051522e-10,4.184543627494071e-09,LOC107985773,XM_017005436.1,Known_gene,1,109343976,109346956,chr2,-,2981,2981,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.56
107985778,0.0,0.248,4.90196832765001,9.821345004472861e-06,7.0083506631566e-05,LOC107985778,XM_017005439.1,Known_gene,1,130539670,130543378,chr2,-,3709,1082,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0
107985911,56.354,15.504000000000001,-1.9800999095602598,0.0,0.0,LOC107985911,"XM_017005465.1,BGI_novel_T020325,BGI_novel_T020324,BGI_novel_T020326",Known_gene,4,89542842,89585961,chr2,-,43120,1620,66.75,30.98,41.01,80.91,62.12,13.3,28.28,11.67,11.2,13.07
107985914,0.066,2.43,5.15494906881988,7.440137847104596e-164,1.0241881573028196e-163,LOC107985914,XM_017005466.1,Known_gene,1,94213899,94218505,chr2,+,4607,4607,0.19,0.02,0.06,0.0,0.06,2.84,1.38,2.13,1.29,4.51
107985931,0.12,0.456,1.88816252812498,8.998340930598e-05,0.000676000520722079,LOC107985931,"XM_017005472.1,XM_017005473.1",Known_gene,2,106474677,106487385,chr2,-,12709,1079,0.0,0.0,0.16,0.0,0.44,0.78,0.0,1.42,0.08,0.0
107985939,0.342,0.102,-1.8230839449726999,9.05021865969207e-15,4.41527857287398e-14,LOC107985939,XM_017005479.1,Known_gene,1,117834869,117841658,chr2,+,6790,5892,0.97,0.0,0.47,0.01,0.26,0.03,0.16,0.32,0.0,0.0
107985956,0.086,0.802,3.5756165502886303,2.9153214344254096e-48,7.985453363353299e-48,LOC107985956,"XM_017005481.1,XM_017005482.1",Known_gene,2,158866859,158884352,chr2,+,17494,5026,0.22,0.04,0.05,0.04,0.08,0.88,0.23,0.94,1.57,0.39
107986062,0.15,0.43,1.41205187943993,6.36681557702965e-11,3.5771093926319e-10,LOC107986062,XM_017007615.1,Known_gene,1,9848661,9854308,chr3,-,5648,4984,0.3,0.02,0.01,0.27,0.15,0.67,0.31,0.35,0.22,0.6
107986113,0.242,1.6840000000000002,2.7968501101179903,2.78018245129742e-42,8.13610741392863e-42,LOC107986113,XM_017007620.1,Known_gene,1,113029918,113033146,chr3,-,3229,2559,0.35,0.17,0.23,0.0,0.46,5.03,0.0,0.48,0.7,2.21
107986213,0.09,0.33,1.7654537414739702,0.000241295015389775,0.0018622779325456601,LOC107986213,XM_017008883.1,Known_gene,1,49270405,49271688,chr4,-,1284,1284,0.2,0.0,0.25,0.0,0.0,0.51,0.34,0.19,0.61,0.0
107986215,0.0,0.11199999999999999,4.58004023276265,5.9381961324359e-05,0.000442541655027135,LOC107986215,XM_017008885.1,Known_gene,1,81708847,82044963,chr4,-,336117,1806,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.42,0.0
107986217,0.11199999999999999,0.036000000000000004,-1.77045701432149,2.66478754899337e-05,0.00019438953870353,LOC107986217,XM_017008888.1,Known_gene,1,183333033,183337620,chr4,-,4588,4363,0.14,0.0,0.11,0.22,0.09,0.11,0.0,0.0,0.07,0.0
107986244,1.28,0.39799999999999996,-1.7111910649018,1.37587794493512e-07,8.944015144231701e-07,LOC107986244,"BGI_novel_T026548,XM_017008889.1",Known_gene,2,212644,254319,chr4,+,41676,898,2.51,0.0,0.95,0.0,2.94,0.0,0.0,0.0,1.99,0.0
107986352,16.438,6.186,-1.4366557385698402,8.373852940732166e-240,9.016629023581586e-240,LOC107986352,XM_017010106.1,Known_gene,1,71214488,71217994,chr5,-,3507,3507,24.41,1.9,13.37,2.13,40.38,7.26,5.49,8.03,4.19,5.96
107986354,0.066,0.188,1.4516869923462001,4.5072279445474896e-05,0.000333157002078342,LOC107986354,XM_017010108.1,Known_gene,1,70528550,70532057,chr5,-,3508,3508,0.11,0.0,0.13,0.0,0.09,0.02,0.92,0.0,0.0,0.0
107986554,0.052000000000000005,0.01,-2.5898847686796604,7.74246595001275e-05,0.000579483469229874,LOC107986554,"XM_017011610.1,XM_017011608.1,XM_017011609.1,XM_017011611.1,XM_017011607.1",Known_gene,5,1306011,1312404,chr6,-,6394,6108,0.0,0.0,0.01,0.05,0.2,0.0,0.0,0.03,0.02,0.0
107986705,0.192,0.05,-2.04445063214515,2.69497585890441e-06,1.86440646879232e-05,LOC107986705,"XM_017012880.1,XM_017012881.1,XM_017012882.1",Known_gene,3,65191623,65214524,chr7,+,22902,2922,0.36,0.0,0.17,0.32,0.11,0.0,0.0,0.0,0.25,0.0
107986724,0.684,1.524,1.20818165574647,6.53873513604819e-12,3.53393405743342e-11,LOC107986724,XM_017012900.1,Known_gene,1,4578493,4595492,chr7,-,17000,2122,1.15,1.25,0.2,0.46,0.36,0.87,0.08,1.41,0.47,4.79
107986752,0.013999999999999999,0.10800000000000001,2.86954684995763,8.60056499190817e-06,6.10382831571148e-05,LOC107986752,XM_017012904.1,Known_gene,1,260951,264215,chr7,+,3265,3265,0.02,0.0,0.0,0.0,0.05,0.4,0.0,0.02,0.12,0.0
107986755,0.06,0.004,-3.7053619860996,1.65264545944863e-07,1.07775659264571e-06,LOC107986755,"XM_017012906.1,XM_017012907.1",Known_gene,2,1059928,1073681,chr7,+,13754,7102,0.11,0.0,0.06,0.05,0.08,0.0,0.0,0.0,0.02,0.0
107986762,0.688,0.2,-1.1058411583372298,6.06299020007251e-06,4.27548525046359e-05,LOC107986762,"BGI_novel_T031886,XM_017012908.1,XM_017012909.1",Known_gene,3,5606232,5619235,chr7,-,13004,3577,0.39,1.96,0.26,0.39,0.44,0.94,0.0,0.02,0.04,0.0
107986803,0.024,0.932,5.07300941085061,4.3576659057343096e-18,1.9255298516420397e-17,LOC107986803,XM_017012930.1,Known_gene,1,63761532,63762842,chr7,+,1311,1311,0.0,0.0,0.12,0.0,0.0,0.42,0.0,0.53,0.51,3.2
107986804,0.038,0.35,2.9284900302734798,1.37572047017375e-07,8.942440788932091e-07,LOC107986804,XM_017012931.1,Known_gene,1,63759888,63761505,chr7,+,1618,1618,0.0,0.0,0.06,0.13,0.0,0.09,0.0,0.2,0.28,1.18
107986810,0.24,0.0,-5.95818750697335,1.16674588885481e-09,6.89520063579964e-09,LOC107986810,XM_017012934.1,Known_gene,1,74532297,74534908,chr7,+,2612,2612,0.06,0.94,0.02,0.07,0.11,0.0,0.0,0.0,0.0,0.0
107986908,0.11,0.016,-2.7418878621247202,2.52310223106137e-05,0.00018385196095838,LOC107986908,XM_017014138.1,Known_gene,1,5851191,5856916,chr8,-,5726,2955,0.3,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.08,0.0
107986982,0.0,0.10400000000000001,5.8024326540991,6.17501956148504e-09,3.77337691095863e-08,LOC107986982,XM_017014159.1,Known_gene,1,140620807,140625255,chr8,-,4449,4419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52
107987001,0.282,2.728,2.9426103121473504,9.198306267252439e-29,3.24193137893023e-28,LOC107987001,"XM_017015382.1,XM_017015381.1,XM_017015383.1",Known_gene,3,61856090,61866640,chr9,+,10551,2140,0.15,0.05,0.52,0.46,0.23,3.61,0.8,1.55,5.77,1.91
107987004,0.11800000000000001,1.4880000000000002,3.57087903416313,9.46373730204721e-32,3.1794096755261393e-31,LOC107987004,XM_017015384.1,Known_gene,1,63043743,63046084,chr9,-,2342,1758,0.46,0.0,0.13,0.0,0.0,1.47,0.51,1.36,0.92,3.18
107987020,0.726,0.34,-1.03043204096453,0.00012574227812451398,0.0009543029125961241,LOC107987020,XM_017015389.1,Known_gene,1,62800843,62802490,chr9,-,1648,1532,1.22,1.25,0.55,0.09,0.52,0.23,0.39,0.06,0.56,0.46
107987042,0.0,0.066,4.45450935067879,0.000109282855885638,0.000827286785063274,LOC107987042,XM_017015393.1,Known_gene,1,706948,709616,chr9,-,2669,2669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.21,0.0
107987044,0.612,1.266,1.0242240777010099,3.82145907917428e-06,2.66849737041008e-05,LOC107987044,XM_017015394.1,Known_gene,1,5113422,5115001,chr9,-,1580,1365,1.96,0.0,0.52,0.0,0.58,0.26,4.28,0.9,0.89,0.0
107987067,0.055999999999999994,0.536,3.21444294937296,1.1701976380117e-09,6.916068091358111e-09,LOC107987067,XM_017015397.1,Known_gene,1,64719870,64721240,chr9,+,1371,1371,0.19,0.0,0.06,0.0,0.03,0.95,0.33,0.17,0.36,0.87
107987070,0.03,1.258,5.48498170290306,1.6835916676217997e-66,3.9376693567641895e-66,LOC107987070,XM_017015398.1,Known_gene,1,65816138,65819668,chr9,-,3531,3531,0.04,0.03,0.04,0.0,0.04,1.04,1.15,0.81,0.91,2.38
107987099,0.01,0.198,3.45974599904494,1.3889072834499898e-08,8.61508278392203e-08,LOC107987099,"XM_017015404.1,XM_017015403.1,BGI_novel_T035709,XM_017015405.1,BGI_novel_T035712,XM_017015406.1,BGI_novel_T035714,BGI_novel_T035711,XM_017015407.1,XM_017015402.1,BGI_novel_T035710,BGI_novel_T035713",Known_gene,12,94144682,94159285,chr9,+,14604,4983,0.02,0.0,0.0,0.03,0.0,0.95,0.02,0.0,0.0,0.02
107987158,0.036000000000000004,0.43799999999999994,3.5290563040438396,5.969251249173699e-29,2.0971647498822997e-28,LOC107987158,"XM_017018636.1,XM_017018637.1,XM_017018635.1,XM_017018638.1",Known_gene,4,3142153,3150002,chr11,-,7850,5919,0.06,0.0,0.12,0.0,0.0,0.77,1.33,0.02,0.07,0.0
107987235,0.0,0.242,4.58004023276265,5.9381961324359e-05,0.000442541655027135,LOC107987235,XM_017023960.1,Known_gene,1,34388895,34389821,chr16,-,927,927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.4,0.0
107987237,0.316,0.8220000000000001,1.4774704991221002,7.802184943888242e-09,4.7823693588288605e-08,LOC107987237,XM_017023968.1,Known_gene,1,87855871,87859509,chr16,+,3639,1925,0.39,0.41,0.12,0.04,0.62,0.36,1.62,0.96,1.17,0.0
107987243,0.016,0.14400000000000002,3.8024326540991003,4.2275435344436896e-05,0.000312162283006411,LOC107987243,"BGI_novel_T015754,BGI_novel_T015755,XM_017025496.1",Known_gene,3,44987589,45013375,chr17,-,25787,1678,0.0,0.0,0.0,0.0,0.08,0.42,0.2,0.1,0.0,0.0
107987260,0.07200000000000001,0.0,-5.648778457733231,3.0646009301458697e-08,1.9309580547810002e-07,LOC107987260,XM_017026110.1,Known_gene,1,77123611,77133509,chr18,-,9899,5085,0.06,0.0,0.28,0.0,0.02,0.0,0.0,0.0,0.0,0.0
107987289,0.008,0.094,3.31700582692885,8.57236963643973e-08,5.5152401287878e-07,LOC107987289,XM_017028511.1,Known_gene,1,6135285,6142051,chr21,-,6767,4993,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.11,0.36,0.0
107987290,0.018000000000000002,0.174,3.26809622644791,1.53313124846348e-07,9.98220984875979e-07,LOC107987290,XM_017028512.1,Known_gene,1,6353997,6360629,chr21,+,6633,2737,0.06,0.0,0.0,0.0,0.03,0.06,0.06,0.45,0.18,0.12
107987351,0.096,0.894,3.0620279759661204,7.0802435116342e-11,3.98275721358026e-10,LOC107987351,XM_017030097.1,Known_gene,1,25473470,25480857,chrY,+,7388,1046,0.0,0.0,0.39,0.0,0.09,2.58,0.0,1.89,0.0,0.0
107987363,20.5,2.1319999999999997,-2.87442736708551,2.5939295539828596e-133,4.034851593831178e-133,LOC107987363,"BGI_novel_T019338,BGI_novel_T019336,XM_017030106.1,BGI_novel_T019337",Known_gene,4,95366,154967,chr1_KI270706v1_random,-,59602,1850,27.61,1.29,13.75,8.6,51.25,0.74,2.17,4.87,1.68,1.2
107987364,0.11199999999999999,1.58,3.8157135539367797,1.53950176173357e-29,5.35447110651166e-29,LOC107987364,XM_017030108.1,Known_gene,1,95403,96884,chr1_KI270712v1_random,-,1482,1482,0.32,0.08,0.16,0.0,0.0,2.54,1.2,1.65,1.41,1.1
107987372,0.0,0.28800000000000003,4.58004023276265,5.9381961324359e-05,0.000442541655027135,LOC107987372,XM_017030109.1,Known_gene,1,170335,171157,chr9_KI270719v1_random,+,823,823,0.0,0.0,0.0,0.0,0.0,1.09,0.35,0.0,0.0,0.0
107987377,0.0,0.268,6.12436074898646,1.4530635867606298e-10,8.27958717360434e-10,LOC107987377,XM_017030113.1,Known_gene,1,81559,97296,chr15_KI270727v1_random,+,15738,2225,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.15,0.04,0.58
107987388,0.584,1.3219999999999998,1.17053570244975,9.13492830668863e-13,4.77984456819224e-12,LOC107987388,"XM_017030131.1,XM_017030130.1,BGI_novel_T024318,XM_017030132.1,BGI_novel_T024317",Known_gene,5,1037,13027,chr22_KI270731v1_random,-,11991,2982,0.59,0.0,0.73,0.32,1.28,2.32,0.49,2.44,1.36,0.0
107987389,0.016,0.13,2.8024326540991003,0.00020527025894286101,0.0015797252507728599,LOC107987389,"XM_017030149.1,XM_017030160.1,XM_017030153.1,XM_017030154.1,XM_017030151.1,XM_017030161.1,XM_017030150.1,XM_017030159.1,XM_017030152.1,XM_017030148.1,XM_017030147.1,XM_017030158.1,XM_017030157.1,XM_017030155.1,XM_017030156.1",Known_gene,15,102706,110098,chr22_KI270731v1_random,-,7393,2006,0.0,0.0,0.08,0.0,0.0,0.0,0.04,0.23,0.38,0.0
